chr2	165878800	165888800	6
chr12	86888000	86898000	6
chr11	3141600	3151600	6
chr11	98741800	98751800	6
chr11	3190000	3200000	6
chr5	123132000	123142000	6
chr2	30716200	30726200	6
chr19	46036600	46046600	6
chr5	123132600	123142600	6
chr11	3176200	3186200	6
chr11	3158000	3168000	6
chr8	126659400	126669400	6
chr2	165881600	165891600	6
chr15	103296400	103306400	6
chr11	96341600	96351600	6
chr7	79508200	79518200	3
chr18	37746800	37756800	9
chr18	37759200	37769200	12
chr11	98961600	98971600	6
chr11	98961400	98971400	6
chr2	30715400	30725400	6
chr10	80151600	80161600	6
chr11	120233400	120243400	6
chr9	107626200	107636200	6
chr8	126586800	126596800	6
chr3	88202200	88212200	13
chr6	88193600	88203600	3
chr7	79527600	79537600	3
chr4	136139200	136149200	6
chr2	119320600	119330600	3
chr16	18581400	18591400	3
chr10	80149400	80159400	6
chr14	64582800	64592800	13
chr8	69879800	69889800	3
chr11	69408000	69418000	6
chr9	61368800	61378800	6
chr5	28457800	28467800	3
chr10	80149200	80159200	6
chr13	112986000	112996000	3
chr6	88196800	88206800	3
chr9	102716600	102726600	4
chr16	18580600	18590600	3
chr13	83716800	83726800	13
chr11	96301000	96311000	1
chr11	96301800	96311800	1
chr11	119037400	119047400	3
chr6	52163800	52173800	6
chr8	105267000	105277000	3
chr11	119078800	119088800	3
chr15	98798800	98808800	3
chr19	5795200	5805200	6
chr11	75163600	75173600	6
chr12	117151000	117161000	6
chr19	37689400	37699400	3
chr8	11000000	11010000	4
chr5	107719200	107729200	3
chr9	44482000	44492000	6
chr19	44292200	44302200	6
chr11	120224000	120234000	6
chr10	127507600	127517600	3
chr9	21029000	21039000	3
chr4	22480800	22490800	3
chr19	46499400	46509400	6
chr14	70074200	70084200	3
chr9	108823800	108833800	3
chr3	17785000	17795000	3
chr6	84580400	84590400	3
chr12	86882400	86892400	6
chr16	17796600	17806600	3
chr8	84774200	84784200	6
chr6	64726600	64736600	3
chr7	127015000	127025000	6
chr2	22618600	22628600	3
chr11	120235000	120245000	6
chr7	127018400	127028400	6
chr2	118701800	118711800	3
chr17	35696400	35706400	6
chr13	36724000	36734000	6
chr1	155737800	155747800	3
chr6	114873800	114883800	6
chr9	91378000	91388000	3
chr9	61370800	61380800	6
chr6	30170000	30180000	3
chr3	34657600	34667600	3
chr3	88212400	88222400	3
chr5	119828600	119838600	13
chr13	36723600	36733600	6
chr9	21029800	21039800	3
chr4	155214200	155224200	6
chr19	16869600	16879600	3
chr18	75369400	75379400	6
chr8	70486600	70496600	3
chr7	25275400	25285400	6
chr4	133748000	133758000	6
chr10	127526000	127536000	3
chr11	119049200	119059200	6
chr8	108705600	108715600	6
chr11	101163800	101173800	6
chr6	52192200	52202200	13
chr1	89922200	89932200	3
