chr17	31060000	31060200	15	11.9279	-1	(15,20)	23.8558	-1	36.9488	0
chr4	297800	298000	21	11.9279	-1	(12,21)	23.8558	-1	35.1015	3.29348e-07
chr14	103397800	103398000	23	11.4279	-1	(7,23)	22.8558	-1	33.6224	5.20369e-06
chr14	51025800	51026000	24	11.9279	-1	(13,24)	23.8558	-1	33.3513	7.7726e-06
chr17	21214400	21214600	20	11.1354	-1	(19,20)	22.2709	-1	33.3283	7.97021e-06
chr17	42898000	42898200	13	11.1354	-1	(12,13)	22.2709	-1	33.2435	8.95825e-06
chr5	180256400	180256600	18	11.4279	-1	(18,20)	22.8558	-1	33.1975	9.48521e-06
chr8	145164200	145164400	8	10.1982	-1	(8,23)	20.3964	-1	32.8383	1.57428e-05
chr3	197575000	197575200	3	11.4279	-1	(3,11)	22.8558	-1	32.7903	1.70602e-05
chr8	80803000	80803200	25	11.9279	-1	(2,25)	23.8558	-1	32.7273	1.89045e-05
chr1	156617000	156617200	9	11.9279	-1	(9,24)	23.8558	-1	32.7012	1.94315e-05
chr19	58693400	58693600	20	10.1982	-1	(20,22)	20.3964	-1	32.2441	3.31324e-05
chr1	209393800	209394000	19	11.9279	-1	(2,19)	23.8558	-1	32.1917	3.46474e-05
chr13	100619000	100619200	3	11.9279	-1	(3,24)	23.8558	-1	32.1877	3.51084e-05
chr17	70464400	70464600	10	11.4279	-1	(3,10)	22.8558	-1	32.133	3.64258e-05
chr16	88700200	88700400	7	11.4279	-1	(7,23)	22.8558	-1	32.0298	3.89289e-05
chr5	10638600	10638800	25	10.3429	-1	(6,25)	20.6859	-1	32.0136	3.96534e-05
chr5	14387800	14388000	9	11.9279	-1	(7,9)	23.8558	-1	31.9375	4.16954e-05
chr17	59479800	59480000	3	10.9279	-1	(3,12)	21.8558	-1	31.7892	4.52524e-05
chr5	140801000	140801200	20	10.7669	-1	(20,23)	21.5339	-1	31.7826	4.53841e-05
chr3	192604800	192605000	13	11.9279	-1	(5,13)	23.8558	-1	31.6854	4.86776e-05
chr14	34270000	34270200	20	10.7669	-1	(20,24)	21.5339	-1	31.6843	4.86776e-05
chr19	51035600	51035800	18	10.6304	-1	(18,20)	22.4946	-1	31.6753	4.92045e-05
chr8	1764800	1765000	2	11.4279	-1	(2,24)	22.8558	-1	31.6508	4.97315e-05
chr1	100820000	100820200	13	11.1354	-1	(12,13)	22.2709	-1	31.5651	5.30908e-05
chr5	52779400	52779600	6	11.4279	-1	(6,24)	22.8558	-1	31.4603	5.57915e-05
chr6	161626000	161626200	12	10.9279	-1	(3,12)	21.8558	-1	31.3852	5.73065e-05
chr2	42279600	42279800	9	10.1982	-1	(9,17)	20.3964	-1	31.3768	5.74382e-05
chr19	58565800	58566000	21	11.4279	-1	(15,21)	22.8558	-1	31.3371	5.84263e-05
chr22	25886000	25886200	24	10.7669	-1	(20,24)	21.5339	-1	31.1775	6.4091e-05
chr19	35170600	35170800	6	9.57769	-1	(4,6)	19.1554	-1	31.1752	6.41569e-05
chr12	72668800	72669000	5	10.2669	-1	(5,23)	20.5339	-1	31.0155	6.85043e-05
chr11	33038600	33038800	3	10.0777	-1	(3,16)	20.1554	-1	30.986	6.96241e-05
chr13	114894400	114894600	3	11.4279	-1	(3,10)	22.8558	-1	30.8706	7.55523e-05
chr6	135505400	135505600	23	10.1982	-1	(8,23)	20.3964	-1	30.7617	7.89117e-05
chr9	89559600	89559800	9	10.4279	-1	(1,9)	20.8558	-1	30.7452	7.93069e-05
chr22	47187200	47187400	1	10.5242	-1	(1,18)	21.0485	-1	30.6983	8.13488e-05
chr8	30496000	30496200	3	10.9279	-1	(3,12)	21.8558	-1	30.6456	8.35884e-05
chr19	56987200	56987400	20	10.5242	-1	(12,20)	21.0485	-1	30.6035	8.47741e-05
chr15	89939200	89939400	10	9.97446	-1	(10,23)	19.9489	-1	30.5584	8.66843e-05
chr5	343400	343600	20	10.7669	-1	(20,24)	21.5339	-1	30.5452	8.74088e-05
chr4	154183200	154183400	20	11.1354	-1	(10,20)	22.2709	-1	30.5138	8.89238e-05
chr2	11989400	11989600	1	10.7669	-1	(1,17)	21.5339	-1	30.498	8.95825e-05
chr2	60758200	60758400	14	9.52423	-1	(3,14)	19.0485	-1	30.4775	9.02412e-05
chr16	3356400	3356600	20	10.1982	-1	(20,22)	20.3964	-1	30.4696	9.05706e-05
chr5	140797800	140798000	20	10.1982	-1	(20,22)	20.3964	-1	30.4542	9.11634e-05
chr15	48012200	48012400	1	10.4279	-1	(1,9)	20.8558	-1	30.4499	9.1361e-05
chr19	58218200	58218400	20	10.5242	-1	(12,20)	21.0485	-1	30.4476	9.14269e-05
chr10	95519800	95520000	15	9.80394	-1	(1,15)	19.6079	-1	30.4331	9.18221e-05
chr3	170143600	170143800	1	9.80394	-1	(1,15)	19.6079	-1	30.4146	9.30077e-05
chr17	42991200	42991400	15	9.80394	-1	(1,15)	19.6079	-1	30.3784	9.46545e-05
chr12	51180600	51180800	11	7.23026	-1	(11,20)	18.7182	-1	30.377	9.47204e-05
chr11	1413800	1414000	10	9.97446	-1	(10,23)	19.9489	-1	30.3665	9.50497e-05
chr6	10557400	10557600	3	10.0777	-1	(3,16)	20.1554	-1	30.3515	9.55767e-05
chr9	68409200	68409400	23	9.57769	-1	(21,23)	19.1554	-1	30.3183	9.74869e-05
chr9	13430200	13430400	1	10.7669	-1	(1,17)	21.5339	-1	30.2931	9.95947e-05
chr1	2994600	2994800	10	9.97446	-1	(10,23)	19.9489	-1	30.2894	9.98582e-05
