chr11	31813600	31823600	6
chr11	31817000	31827000	6
chr11	31818200	31828200	6
chr7	20815600	20825600	3
chr7	20815200	20825200	3
chr10	118889000	118899000	3
chr17	59478600	59488600	3
chr2	63277400	63287400	9
chr10	118887400	118897400	3
chr2	172944800	172954800	3
chr13	100632800	100642800	3
chr14	36977400	36987400	2
chr8	65284400	65294400	5
chr14	57264600	57274600	3
chr2	63275800	63285800	3
chrX	47028200	47038200	4
chr10	118885800	118895800	3
chr14	57268200	57278200	3
chr14	36975400	36985400	2
chr2	66664000	66674000	3
chr2	66664200	66674200	3
chr7	121940200	121950200	3
chr7	157474200	157484200	3
chr17	59473600	59483600	3
chr8	65282200	65292200	5
chr6	5993600	6003600	3
chr7	20823600	20833600	3
chr1	50881400	50891400	8
chr5	141694000	141704000	3
chr1	156382000	156392000	1
chr15	70343000	70353000	4
chr6	5997400	6007400	3
chr2	45163600	45173600	2
chrX	136647400	136657400	8
chr7	96624600	96634600	10
chr2	45162800	45172800	2
chr11	31823000	31833000	6
chrX	25020400	25030400	2
chr10	119303200	119313200	2
chr13	100636000	100646000	3
chr13	100608000	100618000	6
chr13	100615000	100625000	6
chr7	96636800	96646800	10
chr13	100636200	100646200	3
chr1	50878600	50888600	8
chr6	5999000	6009000	3
chr7	157476800	157486800	2
chr2	63280400	63290400	9
chr10	119299600	119309600	2
chr10	102253000	102263000	4
chr7	121948600	121958600	8
chr7	31088000	31098000	2
chrX	47098600	47108600	4
chr7	20827800	20837800	2
chr3	75711000	75721000	8
chr7	31132200	31142200	4
chr2	12861800	12871800	1
chr2	172955000	172965000	3
chr1	37278600	37288600	4
chr14	57259200	57269200	8
chr20	37350800	37360800	1
chr5	140857400	140867400	2
chr7	31096800	31106800	6
chr12	4383800	4393800	2
chr6	42220200	42230200	4
chr7	96647200	96657200	10
chr2	171673800	171683800	1
chr7	31096600	31106600	6
chr17	70111400	70121400	7
chr15	96877200	96887200	3
chr15	96877400	96887400	3
chr11	8281000	8291000	10
chr7	31087200	31097200	2
chr11	31828400	31838400	2
chr4	106151200	106161200	8
chr2	175197800	175207800	10
chr8	65280400	65290400	4
chr12	4394200	4404200	1
chr6	42222400	42232400	4
chr1	37332200	37342200	4
chr9	85675000	85685000	6
chr4	106155200	106165200	8
chr13	100624400	100634400	2
chr13	100622200	100632200	2
chr10	118894200	118904200	2
chr11	8278200	8288200	10
chr6	42195600	42205600	4
chr2	12856800	12866800	3
chr5	140856000	140866000	2
chr17	14203800	14213800	2
chr12	16754800	16764800	2
chr1	37263800	37273800	4
chr15	70383800	70393800	1
chr15	70357200	70367200	4
chr9	126769400	126779400	3
chrX	153288600	153298600	4
chr5	153569000	153579000	2
chr22	31341000	31351000	8
chr12	16755400	16765400	2
chr20	62789800	62799800	10
