chr1	67832600	67832800	11	6.8215	1	15.0293	0
chr14	88551400	88551600	11	6.88012	1	14.9607	0
chr1	67832200	67832400	11	6.75509	1	14.9468	0
chr14	88554200	88554400	11	7.26512	1	14.847	0
chr1	67832400	67832600	1	5.07512	-1	14.7984	0
chr14	52950200	52950400	11	8.47576	1	14.721	0
chr11	120337000	120337200	11	8.16133	1	14.7202	0
chr17	38749400	38749600	11	8.98645	1	14.5445	0
chr1	225652200	225652400	11	7.26512	1	14.5426	0
chr11	46917000	46917200	11	9.07115	1	14.4406	0
chr12	15788200	15788400	11	8.02346	1	14.4316	0
chr1	227317600	227317800	11	6.8215	1	14.4168	0
chr1	8025400	8025600	11	7.64537	1	14.327	0
chr15	29821200	29821400	1	6.41953	-1	14.3115	0
chr11	12673800	12674000	11	7.19871	1	14.265	0
chr14	88554400	88554600	1	6.50503	-1	14.2467	0
chr14	60724000	60724200	11	8.9001	1	14.1495	0
chr11	120336800	120337000	1	6.46595	-1	14.0935	0
chr11	120337400	120337600	1	5.95445	-1	14.0761	0
chr15	70762600	70762800	11	7.98775	1	14.0426	0
chr14	88554000	88554200	1	5.24059	-1	13.9263	0
chr5	78647400	78647600	11	6.38108	1	13.8832	0
chr8	48921400	48921600	1	4.8284	-1	13.8334	0
chr11	120337600	120337800	12	5.89822	1	13.7607	0
chr3	134374800	134375000	12	4.2817	1	13.742	0
chr8	48921600	48921800	11	5.44425	1	13.7047	0
chr5	141421000	141421200	8	5.27397	-1	13.7027	0
chr1	227317400	227317600	1	6.59069	-1	13.6755	0
chr10	68231000	68231200	11	7.78933	1	13.6722	0
chr1	225651800	225652000	1	5.91003	-1	13.6437	0
chr3	149971800	149972000	11	6.00269	1	13.6433	0
chr19	49149800	49150000	11	8.02346	1	13.6374	0
chr1	98662200	98662400	1	6.16402	-1	13.6177	0
chr17	81343600	81343800	12	7.12665	1	13.605	0
chr13	106533400	106533600	1	5.24059	-1	13.5681	0
chr9	14313200	14313400	1	4.58354	-1	13.5574	0
chr12	57475800	57476000	2	4.33347	1	13.5126	0
chr5	107673400	107673600	11	7.05204	1	13.4663	0
chr1	43531800	43532000	11	4.78981	1	13.4457	0
chr13	106533600	106533800	12	5.09597	1	13.4272	0
chr4	127632600	127632800	1	6.33419	-1	13.3549	0
chr12	57475200	57475400	6	6.295	1	13.3544	0
chr10	68561200	68561400	11	7.44761	1	13.3521	0
chr10	68561600	68561800	12	7.34985	1	13.3201	0
chr5	142323600	142323800	12	5.89822	1	13.3059	0
chr6	128519400	128519600	1	6.03928	-1	13.3025	0
chr14	52949800	52950000	1	5.32362	-1	13.2868	0
chr19	2291200	2291400	2	5.44704	1	13.2788	0
chr6	28728800	28729000	11	7.94825	1	13.2238	0
chr2	69013800	69014000	11	4.88478	1	13.2233	0
chr9	14313600	14313800	11	5.21937	1	13.2172	0
chr22	37560800	37561000	11	5.92626	1	13.2068	0
chr1	92485600	92485800	11	4.59183	-1	13.2061	0
chr13	106533800	106534000	11	5.73099	1	13.205	0
chr11	10931800	10932000	2	3.85648	-1	13.1986	0
chr17	38747600	38747800	11	6.68363	1	13.1955	0
chr5	93581200	93581400	11	6.97383	1	13.1901	0
chr11	27699600	27699800	12	5.97997	1	13.1524	0
chr2	183037400	183037600	1	6.33419	-1	13.1482	0
chr14	52951600	52951800	11	4.58926	1	13.1474	0
chr10	93482200	93482400	11	6.53021	1	13.1353	0
chr16	75266000	75266200	11	4.75229	1	13.1269	0
chr5	141413400	141413600	11	4.94323	1	13.1268	0
chr2	136115600	136115800	3	9.1544	1	13.1267	0
chr15	96334400	96334600	13	5.67205	1	13.1265	0
chr4	78058400	78058600	11	8.16474	1	13.0873	0
chr6	128520800	128521000	1	6.09005	-1	13.0792	0
chr3	50155800	50156000	12	6.93439	1	13.0664	0
