chr15	25296400	25321400	8
chr19	58700600	58725600	8
chr19	58753400	58778400	8
chr10	42375800	42400800	8
chr2	133011800	133036800	11
chr19	44979000	45004000	8
chr12	133616400	133641400	8
chr16	33942400	33967400	8
chr19	58491200	58516200	8
chr2	89855000	89880000	8
chr4	49635000	49660000	8
chr19	58629600	58654600	8
chr21	10782800	10807800	8
chr4	49098200	49123200	8
chr12	133623600	133648600	8
chr19	52803200	52828200	8
chr12	133658200	133683200	8
chr16	46386000	46411000	8
chr5	179674200	179699200	8
chr7	6722000	6747000	8
chr19	58043000	58068000	8
chr21	10800000	10825000	8
chr12	133758000	133783000	8
chr17	77764200	77789200	11
chr15	25321600	25346600	8
chr19	37196800	37221800	8
chr19	58625000	58650000	8
chr4	427600	452600	8
chr19	1250200	1275200	3
chr19	37029000	37054000	8
chr16	68584400	68609400	8
chr19	58474200	58499200	8
chr2	89845200	89870200	8
chr3	75766600	75791600	8
chr12	133709800	133734800	8
chr7	6713600	6738600	8
chr12	133569800	133594800	8
chr19	58680000	58705000	1
chr4	49400	74400	8
chr21	11106400	11131400	8
chr8	146051400	146076400	8
chr19	1247400	1272400	3
chr16	68586200	68611200	8
chr21	10833000	10858000	8
chr10	124890200	124915200	11
chr2	176943400	176968400	11
chr10	102487800	102512800	12
chr12	133502200	133527200	8
chr19	37298800	37323800	8
chr9	126759400	126784400	11
chr16	46393400	46418400	8
chr3	75777800	75802800	8
chr1	91171400	91196400	11
chr7	155240200	155265200	11
chr11	31819600	31844600	11
chr17	77770000	77795000	11
chr10	39127800	39152800	8
chr9	68402600	68427600	11
chr2	172946800	172971800	11
chr19	52519400	52544400	8
chr10	8075800	8100800	11
chr10	102973600	102998600	11
chr16	33955200	33980200	8
chr19	37231400	37256400	8
chr16	33930000	33955000	8
chr19	52375800	52400800	1
chr11	44323800	44348800	11
chr10	38794000	38819000	8
chr15	68109000	68134000	11
chr19	9670600	9695600	2
chr2	119590600	119615600	11
chr20	29807400	29832400	8
chr19	52465400	52490400	8
chr2	219844400	219869400	11
chr16	86526400	86551400	11
chr4	4852800	4877800	11
chr10	42793000	42818000	8
chr8	11544600	11569600	11
chr4	13524600	13549600	10
chr17	46686400	46711400	11
chr14	36971800	36996800	11
chr2	45158200	45183200	11
chr7	156792200	156817200	11
chr19	58078600	58103600	8
chr19	37203600	37228600	8
chr9	37018800	37043800	11
chr15	53074800	53099800	10
chr4	49144400	49169400	8
chr12	133767200	133792200	8
chr4	343200	368200	8
chr5	87967000	87992000	11
chr10	102880600	102905600	11
chr19	52816000	52841000	8
chr15	89899600	89924600	10
chr19	52611200	52636200	8
chr10	119290400	119315400	11
chr19	37123200	37148200	8
chr17	35283200	35308200	12
chr19	9624800	9649800	8
chr12	54322000	54347000	12
