chr1	148841000	148841200	6	4.98613	1	(8,12)	3.45824	1	18.7827
chr2	74505600	74505800	12	5.01429	1	(3,12)	3.57125	1	18.7122
chr7	27145200	27145400	3	4.77303	1	(4,10)	3.79157	1	18.4348
chr7	27145400	27145600	11	4.68255	1	(4,11)	3.79157	1	18.4112
chr7	27145000	27145200	11	4.68255	1	(4,11)	3.79157	1	18.4112
chr17	2058200	2058400	3	9.08321	1	(3,10)	6.91274	1	18.1444
chr2	74504600	74504800	11	5.07654	1	(3,11)	3.95824	1	18.0282
chr2	19351200	19351400	12	9.27518	1	(4,12)	7.31898	1	17.9949
chr7	27172200	27172400	3	5.21117	1	(3,10)	3.57125	1	17.8801
chr7	27144800	27145000	3	8.81467	1	(3,14)	6.93199	1	17.8631
chr4	173537400	173537600	12	9.04385	1	(3,12)	13.3548	1	17.7912
chr12	66474600	66474800	8	7.99106	1	(8,12)	7.52948	1	17.7672
chr4	173537600	173537800	3	8.60783	1	(3,11)	6.62288	1	17.701
chr5	123655000	123655200	12	4.60141	1	(9,12)	3.29157	1	17.6916
chrX	115886800	115887000	11	8.15595	1	(9,11)	7.36282	1	17.6714
chr12	38149800	38150000	11	9.20654	1	(9,11)	14.2411	1	17.6471
chr1	220885000	220885200	3	8.27494	1	(3,12)	7.2498	1	17.5612
chr8	45957000	45957200	11	9.08624	1	(9,11)	7.08314	1	17.4992
chr2	19351800	19352000	11	4.745	1	(4,11)	3.79157	1	17.444
chr22	30971400	30971600	3	8.88028	1	(3,8)	13.3613	1	17.3471
chr20	49281000	49281200	3	8.88028	1	(3,8)	13.3613	1	17.3471
chr2	19350800	19351000	6	5.01429	1	(6,11)	3.79157	1	17.3316
chr7	158595200	158595400	11	8.46405	1	(9,11)	7.09866	1	17.3037
chr19	53058600	53058800	10	8.53495	1	(8,10)	7.22148	1	17.268
chr19	47729200	47729400	11	8.70835	1	(6,11)	7.01775	1	17.2292
chrX	48940600	48940800	12	4.69874	1	(6,8)	3.45824	1	17.1955
chr17	43304200	43304400	8	4.67725	1	(8,10)	3.52741	1	17.1805
chr2	19352200	19352400	10	4.60665	1	(6,10)	3.57125	1	17.1673
chr19	58229600	58229800	8	8.17196	1	(3,8)	6.70534	1	17.1196
chr17	43304800	43305000	11	8.06881	1	(3,11)	6.14537	1	17.0538
chr1	168348800	168349000	8	8.45437	1	(8,10)	7.48564	1	17.0408
chr17	2060000	2060200	3	11.7982	1	(3,10)	10.484	1	17.0402
chr2	219482800	219483000	6	8.06502	1	(6,12)	6.68299	1	16.9627
chr7	2525800	2526000	12	7.66163	1	(3,12)	7.31898	1	16.9515
chr7	81333600	81333800	12	4.50162	1	(12,15)	3.32368	1	16.9159
chr22	18890600	18890800	9	4.34926	1	(9,11)	3.45824	1	16.8789
chr2	74505800	74506000	8	4.4652	1	(3,11)	3.23791	1	16.8398
chr1	220885600	220885800	6	7.66428	1	(6,13)	6.68442	1	16.7925
chrX	53084600	53084800	10	5.07719	1	(6,10)	3.95824	1	16.7855
chr12	34214200	34214400	8	4.49913	1	(10,15)	3.23791	1	16.7855
chr17	48595200	48595400	3	4.69488	1	(3,12)	3.6249	1	16.7598
chr17	48595400	48595600	6	4.51767	1	(6,11)	3.49034	1	16.6744
chr4	189939800	189940000	8	8.12476	1	(7,8)	6.52208	1	16.6519
chr4	189939600	189939800	7	4.28026	1	(7,8)	3.215	1	16.6329
chr15	63044600	63044800	3	8.18738	1	(3,11)	6.88815	1	16.597
chr6	1394800	1395000	3	8.15384	1	(3,11)	6.62288	1	16.5902
chrX	154035000	154035200	12	7.81133	1	(6,12)	7.15231	1	16.588
chr9	62815000	62815200	12	4.67688	1	(8,12)	3.57125	1	16.5812
chr14	68787000	68787200	3	11.4463	1	(3,15)	10.254	1	16.5732
chr19	42049400	42049600	8	4.93503	1	(2,8)	3.42991	1	16.5613
chr2	219425000	219425200	3	7.58317	1	(3,14)	6.46989	1	16.5546
chr19	57748800	57749000	3	8.50264	1	(3,8)	12.8721	1	16.5471
chr22	26479600	26479800	8	4.94511	1	(2,8)	3.52741	1	16.5365
chr19	58004400	58004600	3	8.44194	1	(3,8)	12.7305	1	16.5218
chr15	73929000	73929200	3	4.2058	1	(3,12)	3.30709	1	16.5208
chr9	93954400	93954600	3	4.68358	1	(3,12)	3.27699	1	16.5116
chr9	63818600	63818800	10	8.3997	1	(8,10)	12.8865	1	16.4513
chr20	30284000	30284200	10	8.3997	1	(8,10)	12.8865	1	16.4513
chrX	107673400	107673600	3	4.7195	1	(3,12)	3.79157	1	16.4439
chr12	94874800	94875000	11	4.41566	1	(11,15)	3.36074	1	16.4063
chr1	156216800	156217000	8	7.55009	1	(3,8)	6.06538	1	16.3985
chr4	121103800	121104000	12	4.6734	1	(9,12)	3.29157	1	16.3938
chr2	132271800	132272000	12	8.33237	1	(8,12)	12.6714	1	16.3826
chr2	132271200	132271400	12	8.33237	1	(8,12)	12.6714	1	16.3826
chr19	24000800	24001000	12	8.33237	1	(8,12)	12.6714	1	16.3826
chr16	34153600	34153800	12	8.33237	1	(8,12)	12.6714	1	16.3826
chr7	150803400	150803600	6	4.54509	1	(6,12)	3.69407	1	16.3712
chr2	10843400	10843600	8	4.3469	1	(2,8)	3.40458	1	16.3652
chr2	132281000	132281200	12	4.22166	1	(8,12)	3.1175	1	16.3609
chr19	47729400	47729600	12	8.23665	1	(3,12)	6.32532	1	16.3581
chr4	49314000	49314200	8	7.88722	1	(8,12)	6.55482	1	16.3484
chr16	34154200	34154400	8	7.88722	1	(8,12)	6.55482	1	16.3484
chr12	117032800	117033000	11	7.7295	1	(5,11)	6.4146	1	16.3422
chr8	37700600	37700800	14	4.51568	1	(6,14)	3.45824	1	16.3386
chr19	57614800	57615000	8	8.32119	1	(2,8)	13.2133	1	16.3366
chr20	37385000	37385200	13	4.72509	1	(3,13)	3.49034	1	16.3358
