chr6	36597223	36597423	3	10.348	1	10.3922
chr17	81510574	81510774	3	10.348	1	10.3922
chr6	32975023	32975223	3	10.348	1	10.2882
chr3	186785611	186785811	3	10.348	1	10.2882
chr16	89561792	89561992	3	10.348	1	10.2882
chr14	69768483	69768683	3	10.348	1	10.2882
chr11	65505129	65505329	3	10.348	1	10.2882
chr20	43459160	43459360	3	10.0308	1	10.1995
chr17	7574282	7574482	3	10.0308	1	10.172
chr17	41689948	41690148	3	10.0308	1	10.172
chr2	216499877	216500077	3	10.0308	1	10.1331
chr14	102085663	102085863	3	10.0308	1	10.1331
chr8	144791215	144791415	3	10.0308	1	10.0676
chr12	56160016	56160216	3	10.0308	1	10.0676
chr17	38851547	38851747	3	9.71478	1	10.0592
chr5	179620999	179621199	3	10.0308	1	10.0551
chr9	127449721	127449921	3	10.0308	1	10.0153
chr7	5527969	5528169	3	10.0308	1	10.0153
chr19	3984002	3984202	3	10.0308	1	10.0153
chr1	35190799	35190999	3	9.71478	1	9.97263
chr11	123060492	123060692	3	9.71478	1	9.97263
chr22	39521795	39521995	3	10.0308	1	9.95409
chr22	39317995	39318195	3	9.71478	1	9.92899
chr14	103335663	103335863	3	9.71478	1	9.92767
chr6	31540023	31540223	3	9.71478	1	9.85384
chr19	12939986	12940186	3	9.71478	1	9.85384
chr17	58005639	58005839	3	9.39979	1	9.78728
chr12	124913654	124913854	3	9.39979	1	9.78728
chr14	68790483	68790683	3	9.39979	1	9.78429
chr1	150575724	150575924	3	9.71478	1	9.77235
chr2	231711890	231712090	3	9.71478	1	9.75727
chr6	35469823	35470023	3	9.39979	1	9.70956
chr14	35403394	35403594	3	9.39979	1	9.70956
chr19	41861331	41861531	3	9.71478	1	9.70555
chr1	145994468	145994668	3	9.71478	1	9.6793
chr19	55387432	55387632	3	9.39979	1	9.59687
chr3	51994784	51994984	3	9.39979	1	9.53564
chr11	8684253	8684453	3	9.39979	1	9.53564
chr20	49280063	49280263	3	8.77321	1	9.53289
chr11	62854128	62854328	3	9.08593	1	9.53261
chr19	49497543	49497743	3	9.39979	1	9.53172
chr12	54282416	54282616	3	9.39979	1	9.53172
chr20	35740478	35740678	3	9.08593	1	9.53143
chr1	234607454	234607654	3	9.08593	1	9.53143
chr11	61965728	61965928	3	9.08593	1	9.53143
chr17	4946505	4946705	3	9.39979	1	9.53139
chr19	54201732	54201932	3	9.08593	1	9.52621
chr5	181242200	181242400	3	9.39979	1	9.464
chr9	137242348	137242548	3	9.39979	1	9.43481
chr17	76734918	76735118	3	9.39979	1	9.42586
chr19	18278790	18278990	3	9.08593	1	9.39365
chr19	48966343	48966543	3	9.08593	1	9.38823
chr9	124860521	124860721	3	8.77321	1	9.37839
chr11	10806853	10807053	3	9.39979	1	9.35718
chr11	62882928	62883128	3	9.08593	1	9.35064
chr11	64776928	64777128	3	8.77321	1	9.32936
chr19	2271801	2272001	3	9.08593	1	9.31216
chr17	75778519	75778719	3	8.46168	1	9.28852
chr6	132815861	132816061	3	8.77321	1	9.27282
chr1	39574528	39574728	3	8.46168	1	9.26215
chr12	6536234	6536434	3	9.08593	1	9.26078
chr6	30616623	30616823	3	8.46168	1	9.2518
chr2	43223661	43223861	3	8.46168	1	9.2518
chr11	66640129	66640329	3	9.08593	1	9.24928
chr19	1439601	1439801	3	8.77321	1	9.24779
chr6	31837223	31837423	3	9.08593	1	9.21039
chr17	28721382	28721582	3	8.77321	1	9.20026
chr9	133349145	133349345	3	8.46168	1	9.19838
chr1	23693110	23693310	3	9.08593	1	9.19438
chr17	64504682	64504882	3	8.46168	1	9.1933
chr10	72275242	72275442	3	8.46168	1	9.16211
chr6	73519477	73519677	3	8.77321	1	9.15373
chr13	45339865	45340065	3	8.46168	1	9.14834
chr12	120497797	120497997	3	9.08593	1	9.14267
chr16	30067279	30067479	3	8.46168	1	9.13094
chr2	38749458	38749658	3	8.77321	1	9.12995
chr1	110341978	110342178	3	8.15138	1	9.12045
chr5	40833898	40834098	3	8.46168	1	9.11952
chr12	46370417	46370617	3	8.77321	1	9.10241
chr5	178206399	178206599	3	8.77321	1	9.07824
chr6	30722623	30722823	3	8.77321	1	9.04972
chr3	23918309	23918509	3	8.77321	1	9.04972
chr2	70088468	70088668	3	8.15138	1	9.03622
chr19	58546033	58546233	3	8.15138	1	9.01484
chr19	8322716	8322916	3	8.46168	1	9.00936
chr2	101003538	101003738	3	8.15138	1	8.96117
chr4	39457380	39457580	3	8.46168	1	8.91052
chr12	49129817	49130017	3	8.46168	1	8.91046
chr1	151400524	151400724	3	8.46168	1	8.89278
chr11	62666728	62666928	3	8.46168	1	8.89244
chr12	56043016	56043216	3	8.15138	1	8.89208
chr1	121743202	121743402	11	7.37997	1	8.8686
chr19	48873543	48873743	3	8.46168	1	8.86677
chr12	92143424	92143624	3	7.53461	1	8.85122
chr1	26473709	26473909	3	8.46168	1	8.85009
chr19	49489543	49489743	3	8.46168	1	8.8463
chr6	116278237	116278437	3	8.15138	1	8.83085
chrX	154399459	154399659	3	7.84234	1	8.82374
chr4	82427847	82428047	3	7.84234	1	8.81164
chr9	125239321	125239521	3	8.15138	1	8.77536
