chr3	194118811	194143811	1
chr13	80324665	80349665	1
chr15	70889261	70914261	1
chr13	75461864	75486864	1
chr16	22187079	22212079	1
chr2	65412866	65437866	1
chr2	130368627	130393627	1
chr11	10911653	10936653	1
chr8	60678241	60703241	1
chr14	67239883	67264883	1
chr7	10972773	10997773	1
chr1	94416644	94441644	1
chr7	113096345	113121345	1
chr19	8512116	8537116	1
chr12	57457217	57482217	1
chr1	165629763	165654763	1
chr11	72087954	72112954	1
chr4	103009043	103034043	1
chr1	27341709	27366709	1
chr12	26108267	26133267	1
chrX	43655152	43680152	1
chr11	59536727	59561727	1
chr1	165577163	165602163	1
chr9	32382002	32407002	1
chr15	45177002	45202002	1
chr17	40795148	40820148	1
chr19	12416786	12441786	1
chr9	95293518	95318518	1
chr5	157729992	157754992	1
chr14	72924292	72949292	1
chr15	78482658	78507658	1
chr3	13428100	13453100	1
chr7	112390945	112415945	1
chr17	55236439	55261439	1
chr10	22228071	22253071	1
chr11	86933158	86958158	1
chr17	45048632	45073632	1
chr4	127771045	127796045	1
chr7	100609777	100634777	1
chr17	1251906	1276906	1
chr1	92762043	92787043	1
chr12	120278197	120303197	1
chr6	116615637	116640637	1
chr6	144194463	144219463	1
chr14	70335883	70360883	1
chr6	31877423	31902423	1
chrX	54794167	54819167	1
chr6	71397497	71422497	1
chr3	52872784	52897784	1
chr6	27752021	27777021	1
chr3	105351756	105376756	1
chr8	132673154	132698154	1
chr6	156674266	156699266	1
chr10	50716440	50741440	1
chr8	95256972	95281972	1
chr2	203511477	203536477	1
chr16	31453079	31478079	1
chr7	24571381	24596381	1
chr3	140940358	140965358	1
chr12	42462598	42487598	1
chr2	44167261	44192261	1
chr1	149878450	149904048	1
chr10	75391842	75416842	1
chr12	109865195	109890195	1
chr3	49848367	49873367	1
chr15	41230202	41255202	1
chr1	95097844	95122844	1
chr12	56320216	56345216	1
chr2	109596023	109621023	1
chr6	27494821	27519821	1
chr17	8294282	8319282	1
chr2	8669070	8694070	1
chr11	74987955	75012955	1
chr2	238229159	238254159	1
chr19	40420493	40445493	1
chr13	79478065	79503065	1
chr3	138915358	138940358	1
chr7	22076982	22101982	1
chr15	45274802	45299802	1
chr15	34026399	34051399	1
chr2	169690890	169715890	1
chr8	85221571	85246571	1
chr4	7042273	7067273	1
chr4	51840634	51865634	1
chr9	81666085	81691085	1
chr19	57351032	57376032	1
chr6	41775462	41800462	1
chr4	184716646	184741646	1
chr16	5074199	5099199	1
chr9	35829003	35854003	1
chr10	87180843	87205843	1
chr6	99566924	99591924	1
chr2	183056072	183081072	1
chr5	180793200	180818200	1
chr4	139060046	139085046	1
chr1	172531860	172556860	1
chrX	155755138	155780138	1
chr15	73046659	73071659	1
chr16	75242502	75267502	4
chr5	131262907	131287907	1
