chr7	5527969	5528169	3	10.3473	1	10.3365
chr6	32974623	32974823	3	9.97317	1	10.1223
chr17	41690148	41690348	3	10.0977	1	10.1141
chr22	39521595	39521795	3	9.97317	1	10.0486
chr17	81510774	81510974	3	9.72456	1	9.96481
chr12	56160016	56160216	3	9.60051	1	9.75988
chr1	234607454	234607654	3	9.35291	1	9.72303
chr20	43459160	43459360	3	9.35291	1	9.69586
chr19	3984002	3984202	3	9.47662	1	9.64156
chr11	65505529	65505729	3	9.60051	1	9.63627
chr19	12939986	12940186	3	9.22937	1	9.58806
chr16	89561792	89561992	3	9.35291	1	9.55032
chr3	186785611	186785811	3	9.47662	1	9.54994
chr6	36597223	36597423	3	9.22937	1	9.53558
chr14	102085463	102085663	3	9.22937	1	9.51496
chr1	35190799	35190999	3	9.106	1	9.51175
chr8	144791215	144791415	3	9.22937	1	9.4858
chr5	179621799	179621999	3	8.98281	1	9.48039
chr1	145994468	145994668	3	9.47662	1	9.46497
chr14	35403394	35403594	3	8.98281	1	9.37204
chr11	123060492	123060692	3	8.98281	1	9.36915
chr17	7574282	7574482	3	8.98281	1	9.36534
chr20	49280063	49280263	3	8.49187	1	9.3541
chr17	75778719	75778919	3	8.61433	1	9.32413
chr13	80337065	80337265	3	8.98281	1	9.2475
chr10	72275242	72275442	3	8.49187	1	9.2309
chr12	54283216	54283416	3	8.3696	1	9.19499
chr11	8684253	8684453	3	8.73698	1	9.16646
chr1	150577124	150577324	3	8.3696	1	9.15012
chr9	137242348	137242548	3	8.61433	1	9.13507
chr14	69768483	69768683	3	8.98281	1	9.13105
chr1	121743202	121743402	11	7.66635	1	9.12987
chr12	6536234	6536434	3	8.73698	1	9.12006
chr14	68790483	68790683	3	8.12563	1	9.09784
chr6	35469823	35470023	3	8.3696	1	9.09182
chr2	231711890	231712090	3	8.49187	1	9.0876
chr19	55387232	55387432	3	8.61433	1	9.08494
chr22	39317995	39318195	3	8.49187	1	9.06492
chr19	48873543	48873743	3	8.49187	1	9.05008
chr3	51994784	51994984	3	8.3696	1	8.99208
chr16	30067279	30067479	3	8.49187	1	8.98438
chr19	49497543	49497743	3	8.61433	1	8.96988
chr17	58005439	58005639	3	8.24752	1	8.95282
chr11	62882928	62883128	3	8.12563	1	8.94831
chr9	63816866	63817066	11	7.66635	1	8.94057
chr14	103335663	103335863	3	8.61433	1	8.92599
chr8	81842365	81842565	11	7.78354	1	8.92271
chr19	48966343	48966543	3	8.12563	1	8.91912
chr19	2271801	2272001	3	8.3696	1	8.91347
chr9	133349145	133349345	3	8.00394	1	8.88091
chr16	1963799	1963999	3	7.88245	1	8.87892
chr6	30616423	30616623	3	7.76116	1	8.87027
chr2	216499877	216500077	3	8.3696	1	8.86828
chr19	41861331	41861531	3	8.49187	1	8.85925
chr13	44434464	44434664	3	8.3696	1	8.85021
chr6	31540223	31540423	3	8.24752	1	8.84205
chr10	3781808	3782008	3	8.49187	1	8.83329
chr19	18278790	18278990	3	8.3696	1	8.78082
chr12	124913654	124913854	3	7.51919	1	8.75526
chr11	61965528	61965728	3	8.12563	1	8.7487
chr19	49489543	49489743	3	8.24752	1	8.73558
chr19	14516188	14516388	3	8.24752	1	8.73011
chr19	54201732	54201932	3	7.88245	1	8.71943
chr19	58546033	58546233	3	7.76116	1	8.68619
chr5	172769197	172769397	3	8.49187	1	8.68102
chr5	181242000	181242200	3	7.51919	1	8.67063
chr11	66639929	66640129	3	7.76116	1	8.6427
chr9	124860521	124860721	3	7.64007	1	8.61074
chr9	127449721	127449921	3	7.88245	1	8.56644
chr5	178206399	178206599	3	7.88245	1	8.56576
chr6	132816061	132816261	3	7.39852	1	8.56166
chr2	132268027	132268227	11	6.16198	1	8.55635
chr11	62854128	62854328	3	8.00394	1	8.55618
chr1	91387243	91387443	11	5.8203	1	8.55208
chr5	40833898	40834098	3	7.76116	1	8.51079
chr15	43793602	43793802	3	7.76116	1	8.50549
chr19	58192233	58192433	8	8.48989	1	8.47421
chr19	51891347	51891547	8	8.48989	1	8.47421
chr16	3383200	3383400	8	8.48989	1	8.47421
chr19	1251801	1252001	3	7.51919	1	8.47377
chr7	100071177	100071377	8	8.48989	1	8.47076
chr19	58262834	58263034	8	8.48989	1	8.47076
chr19	57620632	57620832	8	8.48989	1	8.47076
chr1	44776728	44776928	3	7.51919	1	8.46843
chrX	154399459	154399659	3	7.76116	1	8.4551
chr13	45340065	45340265	3	6.91798	1	8.44813
chr1	148808766	148808966	11	6.96747	1	8.44646
chr17	76735718	76735918	3	7.27806	1	8.44043
chr3	128497357	128497557	11	6.96747	1	8.43783
chr6	73519477	73519677	3	7.39852	1	8.42625
chr11	64776928	64777128	3	7.27806	1	8.40199
chr9	37036803	37037003	11	5.25593	1	8.40078
chr19	8322716	8322916	3	7.76116	1	8.39721
chr3	196898729	196898929	8	8.38666	1	8.3863
chr16	3408600	3408800	8	8.38666	1	8.37591
chr12	133052214	133052414	8	8.38666	1	8.37591
chr12	20551466	20551666	11	5.25593	1	8.37479
chr19	57572632	57572832	8	8.38666	1	8.36902
chr17	16440286	16440486	3	6.79841	1	8.36622
chr6	31837623	31837823	3	6.55994	1	8.36214
