chr19	3983800	3984000	8	10.9577	1	11.0626	SNORD37	-1231	EEF2	0
chr5	180669000	180669200	8	10.9577	1	11.0517	SNORD96A	-109	RACK1	0
chr17	39846800	39847000	8	10.9884	1	11.0439	EIF1	1656	EIF1	0
chr19	50001000	50001200	8	10.835	1	11.0249	SNORD35B	24	RPS11;SNORD35B	0
chr12	56554600	56554800	8	10.881	1	11.0058	MYL6	2421	MYL6	0
chr14	70235400	70235600	8	10.8657	1	10.999	SRSF5	744	SRSF5	0
chr19	1254600	1254800	8	10.7278	1	10.9873	CIRBP	-4583	MIDN	0
chr17	7478000	7478200	8	10.6207	1	10.9833	SNORA48	0	SENP3-EIF4A1;EIF4A1;RP11-186B7.4;SNORA48	0
chr3	52028600	52028800	8	10.4373	1	10.8574	RPL29	1031	RPL29	0
chr2	232576800	232577000	8	10.6513	1	10.838	PTMA	2310	PTMA	0
chr19	1274600	1274800	8	10.6666	1	10.8028	C19orf24	-637	CIRBP	0
chr14	35871800	35872000	8	10.636	1	10.7882	NFKBIA	1346	NFKBIA	0
chr10	3823400	3823600	8	10.6666	1	10.7533	KLF6	3785	KLF6	0
chr8	146016200	146016400	8	10.4525	1	10.7361	RPL8	1336	RPL8	0
chr22	50356800	50357000	8	10.3762	1	10.6801	PIM3	2640	PIM3	0
chr19	1271200	1271400	8	10.2542	1	10.6417	CIRBP-AS1	-961	CIRBP	0
chr16	30078800	30079000	8	10.239	1	10.6045	ALDOA	1703	ALDOA	0
chr11	62651000	62651200	8	10.1628	1	10.5994	SLC3A2	1804	SLC3A2	0
chr22	39918800	39919000	8	10.1933	1	10.5751	ATF4	2232	ATF4	111
chr22	39713200	39713400	8	10.3304	1	10.5659	RPL3	1219	RPL3	0
chr19	49120400	49120600	8	10.2999	1	10.5303	RPL18	1820	RPL18	0
chr19	42365600	42365800	8	9.61609	1	10.4679	RPS19	1085	RPS19	0
chr19	49993200	49993400	8	9.5404	1	10.4631	SNORD32A	0	RPL13A;SNORD32A	0
chr11	65272800	65273000	8	9.87387	1	10.3602	MALAT1	123	MALAT1	0
chrX	48434400	48434600	8	9.75248	1	10.335	RBM3	114	RBM3	0
chr11	6632200	6632400	8	9.96502	1	10.3301	RP11-732A19.2	-835	TAF10	0
chr19	49377400	49377600	8	9.79798	1	10.2905	PPP1R15A	1752	PPP1R15A	0
chr6	31507600	31507800	8	8.68197	1	10.2584	DDX39B	513	DDX39B;ATP6V1G2-DDX39B	0
chr19	13051200	13051400	8	8.90707	1	10.2215	CALR	1780	CALR	0
chr16	29820000	29820200	8	9.3741	1	10.196	AC009133.24	1	MAZ;AC009133.12;AC009133.24	0
chr1	150548000	150548200	8	9.67668	1	10.1898	ADAMTSL4-AS1	-973	MCL1	0
chr17	62500200	62500400	8	9.11769	1	10.1573	DDX5	1674	DDX5	0
chr7	5566400	5566600	8	9.64638	1	10.1562	AC006483.1	1217	ACTB	182
chr17	56082800	56083000	8	8.71195	1	10.1174	RP11-159D12.5	-187	SRSF1	0
chr11	8705800	8706000	8	9.44966	1	10.0808	RPL27A	0	RPL27A;SNORA3	0
chr16	89628600	89628800	8	8.98223	1	10.0706	SNORD68	759	RPL13	0
chr8	145008600	145008800	8	9.43454	1	10.0636	PLEC	4958	PLEC	0
chr11	10828200	10828400	8	8.42758	1	10.0303	EIF4G2	442	EIF4G2	0
chr14	69256200	69256400	8	9.41943	1	10.0266	ZFP36L1	1560	ZFP36L1	0
chr12	46763000	46763200	8	9.3741	1	9.99251	SLC38A2	1372	SLC38A2	0
chr14	103802200	103802400	8	7.87665	1	9.98041	EIF5	915	EIF5	0
chr19	5692000	5692200	8	9.31371	1	9.96858	RPL36	1674	LONP1	0
chr9	127622800	127623000	8	8.02517	1	9.968	RPL35	1194	RPL35	0
chr20	47897000	47897200	8	9.23827	1	9.96083	SNORD12	-20	ZFAS1	0
chr11	62621200	62621400	8	8.50232	1	9.91897	SNHG1	1246	SNHG1	0
chr7	99697200	99697400	8	8.80195	1	9.87413	MCM7	1003	MCM7	0
chr12	53776000	53776200	8	8.81696	1	9.87173	SP1	1578	SP1	0
chr19	54706400	54706600	8	7.84698	1	9.86756	RPS9	1373	RPS9	0
chr3	51430000	51430200	8	8.48737	1	9.84678	RBM15B	1302	RBM15B	0
chr1	26800400	26800600	8	8.56216	1	9.81336	HMGN2	1391	HMGN2	0
chr19	55899000	55899200	8	6.69928	1	9.79398	RPL28	1276	RPL28	0
chr12	6645400	6645600	8	8.27831	1	9.71371	GAPDH	-171	GAPDH	0
chr6	36567800	36568000	8	6.10395	1	9.70761	SRSF3	5432	SRSF3	0
chr17	39847000	39847200	7	6.94055	1	9.70407	EIF1	1856	EIF1	0
chr8	103663800	103664000	8	7.15315	1	9.67902	KLF10	2603	KLF10	0
chr2	217365000	217365200	8	8.11442	1	9.6749	RPL37A	1138	RPL37A	0
chr5	179048200	179048400	8	8.20377	1	9.66018	HNRNPH1	1734	HNRNPH1	0
chr7	26236800	26237000	8	7.19724	1	9.65243	HNRNPA2B1	3366	HNRNPA2B1	0
chr6	74226800	74227000	8	8.32306	1	9.61815	EEF1A1	3741	EEF1A1	0
chr12	54677000	54677200	8	6.84535	1	9.61715	HNRNPA1	2437	RP11-968A15.8;HNRNPA1	0
chr22	39711800	39712000	8	6.0895	1	9.5981	SNORD83A	-489	RPL3	0
chr9	139620600	139620800	8	6.84535	1	9.59002	SNHG7	135	SNHG7	0
chr6	43654400	43654600	4	9.28454	1	9.5702	MRPS18A	928	MRPS18A	0
chr8	146156600	146156800	12	9.5617	1	9.5617	ZNF16	19474	ZNF16	0
chr3	75787800	75788000	12	9.5617	1	9.5617	MIR4273	370	ZNF717	0
chr19	7084200	7084400	12	9.5617	1	9.5617	ZNF557	14485	ZNF557	0
chr19	58945400	58945600	12	9.5617	1	9.5617	CTD-2619J13.17	-2886	ZNF132	0
chr19	58774600	58774800	12	9.5617	1	9.5617	CTD-3138B18.6	-3201	ZNF544;CTD-3138B18.4;CTD-3138B18.5	0
chr19	58640600	58640800	12	9.5617	1	9.5617	CTD-2623H2.7	-7280	ZNF329	0
chr19	52496800	52497000	12	9.5617	1	9.5617	ZNF350	-6722	ZNF615	0
chr19	44979000	44979200	12	9.5617	1	9.5617	AC069278.4	203	AC069278.4;ZNF180	0
chr19	44418200	44418400	12	9.5617	1	9.5617	ZNF45	8039	RP11-15A1.2;ZNF45	0
chr19	12637400	12637600	12	9.5617	1	9.5617	CTD-2192J16.21	6187	CTD-2192J16.17;ZNF564;CTD-2192J16.20	0
chr16	68597600	68597800	12	9.5617	1	9.5617	ZFP90	23940	ZFP90	0
chr16	3459000	3459200	12	9.5617	1	9.5617	ZNF174	7027	LA16c-306E5.2;ZNF174	0
chr16	3434600	3434800	12	9.5617	1	9.5617	LA16c-306E5.2	2488	LA16c-306E5.2;ZSCAN32	0
chr12	133683200	133683400	12	9.5617	1	9.5617	CTD-2140B24.6	-8878	ZNF140	0
chr12	133635200	133635400	12	9.5617	1	9.5617	RP11-386I8.5	15169	ZNF84	0
chr12	133503200	133503400	12	9.5617	1	9.5617	RP11-46H11.3	15145	CHFR;ZNF605	0
chr19	58132800	58133000	12	9.54849	1	9.55052	AC003682.16	-3400	ZNF134	0
chr12	133780800	133781000	12	9.54849	1	9.55052	AC226150.3	13261	ZNF268	0
chr19	9638400	9638600	12	9.54849	1	9.54681	ZNF426	8645	ZNF426	0
chr19	9454000	9454200	12	9.54849	1	9.54681	CTC-325H20.7	5179	ZNF559;ZNF559-ZNF177	0
chr19	58713800	58714000	12	9.54849	1	9.54681	RPS15AP36	-13546	ZNF274	0
chr19	19822000	19822200	12	9.54849	1	9.54681	CTC-412M14.5	2227	ZNF14	0
chr19	12061200	12061400	12	9.54849	1	9.54681	ZNF700	3632	ZNF700;CTD-2006C1.13;CTD-2006C1.12	0
chr19	8921600	8921800	12	9.54849	1	9.54401	CTD-2529P6.3	-10377	ZNF558	0
chr1	23689000	23689200	12	9.54849	1	9.54401	ZNF436	5679	ZNF436	0
chr1	28836200	28836400	8	8.09954	1	9.53713	SNORA73B	1130	RCC1;SNHG3	0
chr3	44764000	44764200	12	9.53529	1	9.53433	ZNF501	-6888	ZNF502	0
chr5	140698600	140698800	12	9.52208	1	9.53386	TAF7	1588	TAF7	0
chr19	2933600	2933800	12	9.53529	1	9.52913	AC006277.2	-6796	ZNF77	0
chr19	58767200	58767400	12	9.53529	1	9.52873	CTD-3138B18.6	-10601	ZNF544;CTD-3138B18.4	0
chr19	37211200	37211400	12	9.53529	1	9.52873	ZNF567	9059	ZNF567;ZNF850	0
