chr8	1752600	1782600	2
chr8	31015400	31045400	2
chr17	17959800	17989800	2
chr6	166614400	166644400	2
chr9	79560000	79590000	2
chrX	48790600	48820600	2
chr8	28611400	28641400	2
chrX	135955000	135985000	2
chr3	132703600	132733600	2
chr2	128302800	128332800	2
chr21	46217000	46247000	2
chr1	109022800	109052800	2
chr11	64258000	64288000	2
chr1	9892600	9922600	2
chr12	101269400	101299400	2
chr19	45161600	45191600	2
chr19	45845800	45875800	2
chr10	68809200	68839200	2
chr19	49755600	49785600	2
chr1	11907200	11937200	2
chr8	56198600	56228600	2
chr2	95973000	96003000	2
chr14	35387200	35417200	8
chr6	20390600	20420600	2
chr1	46236400	46266400	2
chr5	138321000	138351000	1
chr19	54126000	54156000	2
chr6	27813400	27843400	2
chr9	137224200	137254200	2
chr17	82004400	82034400	2
chr1	103515000	103545000	1
chrX	71355200	71385200	2
chr11	64174400	64204400	2
chr2	97571000	97601000	2
chr19	45984600	46014600	2
chr17	1705400	1735400	2
chr19	5891200	5921200	1
chr7	92571000	92601000	2
chr11	130415200	130445200	2
chr7	100567400	100597400	1
chr11	65486600	65516600	8
chr19	41251800	41281800	1
chr14	54386200	54416200	2
chr11	564600	594600	2
chr17	59141800	59171800	1
chrX	81109600	81139600	2
chr1	145980400	146010400	1
chr12	124902600	124932600	1
chr6	136271400	136301400	1
chr8	67045600	67075600	1
chr5	139282800	139312800	1
chr17	7670200	7700200	1
chr1	161143200	161173200	1
chr1	114738600	114768600	1
chr16	21940800	21970800	1
chr7	30583600	30613600	1
chr10	12184200	12214200	1
chr7	87141600	87171600	1
chr13	32519600	32549600	1
chr14	35104000	35134000	1
chr6	143832400	143862400	1
chr11	114389400	114419400	1
chr4	94197000	94227000	1
chr4	174265200	174295200	1
chr20	37677800	37707800	2
chr7	36353400	36383400	2
chr6	33261000	33291000	1
chr3	186772400	186802400	1
chr19	12650800	12680800	1
chr17	32339200	32369200	1
chr21	33530800	33560800	1
chr2	197416200	197446200	1
chr12	56626400	56656400	1
chr1	44764800	44794800	1
chr12	370200	400200	1
chr2	65216600	65246600	1
chr11	95772400	95802400	1
chr13	79387400	79417400	1
chr14	49604600	49634600	1
chr1	160331400	160361400	1
chr3	14641000	14671000	1
chr11	83175800	83205800	1
chr12	49549400	49579400	1
chr17	40629200	40659200	1
chr5	87393600	87423600	1
chr2	127792200	127822200	1
chr17	28643800	28673800	1
chr16	71790200	71820200	1
chr15	55301200	55331200	1
chr14	34964600	34994600	1
chr10	73151800	73181800	1
chr6	122452600	122482600	1
chr11	102336000	102366000	1
chr3	94052000	94082000	1
chr14	64903800	64933800	1
chr7	129035800	129065800	1
chr17	30106200	30136200	1
chr2	169573800	169603800	1
chr11	107998400	108028400	1
chr2	179987600	180017600	1
