chr1	16927600	16952600	11
chr6	134480800	134505600	3
chr1	18968600	18991600	12
chr7	1263800	1285000	12
chr17	15146600	15179800	10
chr1	110438800	110467000	10
chr6	42002200	42028000	1
chr1	48180200	48201600	12
chr18	12241800	12265200	11
chr6	74219800	74240800	3
chr17	77768000	77790800	12
chr2	65203600	65230200	1
chr8	125725400	125754200	1
chr3	134063000	134092400	6
chr10	60260200	60285400	10
chr18	72903600	72938000	10
chr9	4286400	4314400	10
chr17	17587000	17643600	10
chr1	231542200	231570800	1
chr7	90878200	90909600	1
chr1	144583600	144616800	10
chr1	156804200	156825800	11
chr8	70591200	70613000	11
chr2	29325400	29351200	10
chr1	94700000	94738000	10
chr15	96850400	96918800	1
chr1	67881600	67905600	3
chr1	210490000	210517400	1
chr14	77215400	77245000	1
chr7	79070200	79096000	10
chr17	36843000	36874600	10
chr1	160177000	160199800	6
chr1	68681600	68718000	10
chr3	190219000	190245400	10
chr6	16226600	16251200	10
chr10	3809600	3836400	3
chr1	223885800	223919800	1
chr5	180606000	180628800	1
chr15	45798600	45834000	10
chr16	56629800	56666400	10
chr4	108729600	108758800	10
chr1	92337800	92365400	10
chr3	64653600	64687000	10
chr1	53375600	53407000	10
chr12	42971200	42996000	10
chr2	219749000	219772400	12
chrX	149517000	149545600	1
chr11	31829000	31859800	12
chr15	62673400	62695600	11
chr1	228182200	228207200	10
chr7	150931200	150959200	10
chr5	170723800	170747200	12
chr7	32956400	32998600	1
chr17	17566600	17606800	10
chr1	51422000	51459600	10
chr2	170324800	170350600	10
chr9	130274000	130299000	8
chr3	184265800	184303000	1
chr15	85510800	85541000	10
chr8	81773200	81797400	10
chr11	47604800	47626600	12
chr7	24782400	24811000	10
chr17	48036000	48058800	11
chr10	111953000	111985200	1
chr6	37650400	37681200	10
chr5	60618800	60641800	1
chr2	206870000	206892400	8
chr1	217250800	217276000	10
chr19	54696000	54719600	6
chr20	33102800	33125400	6
chr8	81389600	81411800	1
chrX	68034200	68067000	1
chr1	197870000	197894800	11
chr1	203259000	203300800	3
chr16	73047400	73101800	12
chr5	95056000	95080400	10
chr2	241495800	241521600	1
chrX	129100800	129130000	10
chr2	45861400	45892600	1
chr11	120065400	120099200	10
chr4	184357200	184378600	6
chr8	134296800	134320000	1
chr21	38435600	38457800	1
chr9	102572600	102603800	11
chr4	151490000	151516000	10
chr1	27325600	27349000	3
chr6	33231000	33254400	6
chr17	48029800	48053400	12
chr12	90089600	90112200	10
chr21	34381600	34403600	10
chr15	67121200	67152200	10
chr4	154063400	154086800	10
chr8	121125800	121149400	11
chr10	47642200	47664800	10
chr8	22530800	22566800	1
chr5	57740000	57765800	3
chr17	46091400	46130400	10
chr19	14172200	14197200	10
chr17	44835600	44858400	11
chr10	111907400	111947000	12
