chr6	170055200	170055400	1	6.99312	-1	(1,20)	8.48478	-1	30.8865	0
chr12	81171800	81172000	11	6.13361	1	(11,22)	7.33923	1	27.7912	0
chr6	170055400	170055600	13	6.56786	1	(13,20)	8.96452	1	27.3604	0
chr4	89198400	89198600	21	4.91583	-1	(13,21)	3.82558	-1	27.2173	6.58695e-08
chrX	115004800	115005000	11	7.86666	1	(3,11)	7.98978	1	27.2149	6.58695e-08
chr3	87776200	87776400	13	5.79633	1	(4,20)	6.36065	-1	26.5784	2.63478e-07
chr4	89198600	89198800	20	5.19487	1	(9,20)	4.5883	1	26.2403	3.95217e-07
chr11	70959400	70959600	9	7.21734	1	(4,10)	5.54022	-1	25.4968	6.58695e-07
chr3	189868600	189868800	22	6.74403	1	(11,19)	6.25369	-1	25.4962	6.58695e-07
chr17	40705400	40705600	4	6.35931	-1	(4,19)	11.4767	-1	25.3756	7.24565e-07
chr12	117198200	117198400	1	6.23036	-1	(2,22)	4.41134	1	25.3681	7.24565e-07
chr21	9826600	9826800	19	5.66712	-1	(3,19)	4.15367	-1	25.3652	7.24565e-07
chr9	75766600	75766800	9	7.34993	-1	(3,14)	7.09985	1	25.3443	7.24565e-07
chr12	94819200	94819400	21	3.71046	-1	(11,21)	3.70319	-1	25.2833	7.24565e-07
chr6	131318600	131318800	14	5.7212	1	(3,17)	7.12676	-1	25.2313	8.56304e-07
chr1	159899200	159899400	11	4.7301	1	(1,11)	5.08819	1	25.2144	8.56304e-07
chr10	92563600	92563800	20	5.96999	-1	(10,20)	7.43561	-1	25.0818	8.56304e-07
chr4	93190000	93190200	11	6.57646	1	(7,9)	7.11589	-1	25.0684	8.56304e-07
chr6	170054600	170054800	20	5.28632	-1	(1,20)	6.23908	-1	25.0409	8.56304e-07
chrX	73068600	73068800	20	5.41292	1	(4,20)	9.09164	1	25.0401	8.56304e-07
chr8	60020000	60020200	15	6.45152	1	(3,17)	11.0411	-1	25.0226	9.22173e-07
chr4	380000	380200	20	6.98045	-1	(1,20)	12.1844	-1	24.9085	9.88043e-07
chrX	15866600	15866800	9	6.8398	-1	(7,9)	11.0248	-1	24.8827	1.05391e-06
chr16	4424200	4424400	9	7.4371	-1	(2,9)	4.69148	-1	24.7281	1.18565e-06
chr6	76044400	76044600	18	6.5422	-1	(1,18)	11.2738	-1	24.7228	1.18565e-06
chr6	33093000	33093200	13	6.22454	-1	(13,20)	6.05785	-1	24.6953	1.31739e-06
chr13	49594600	49594800	20	5.99118	1	(15,20)	5.49189	1	24.622	1.58087e-06
chr9	127527800	127528000	24	3.0517	-1	(9,16)	2.88199	1	24.5257	1.71261e-06
chr9	99800000	99800200	11	5.52269	-1	(11,24)	9.87982	-1	24.4994	1.77848e-06
chr4	113670600	113670800	10	8.26376	1	(11,18)	9.22239	-1	24.4685	1.84435e-06
chr10	43132600	43132800	4	5.9686	1	(3,8)	7.77857	-1	24.4681	1.84435e-06
chr16	29626200	29626400	18	3.91953	1	(1,19)	5.29586	-1	24.4637	1.84435e-06
chr5	2743800	2744000	24	6.01966	-1	(3,24)	8.41938	-1	24.4001	2.04195e-06
chr1	159899400	159899600	22	4.38302	1	(11,22)	8.22708	1	24.3873	2.04195e-06
chr2	158694600	158694800	14	8.8032	1	(3,14)	7.9611	1	24.3316	2.10782e-06
chr19	36643600	36643800	7	6.18371	-1	(7,22)	7.43561	-1	24.2921	2.23956e-06
chr1	221889400	221889600	23	4.14339	1	(10,23)	5.16538	1	24.2257	2.30543e-06
chr14	24780000	24780200	19	6.78768	-1	(13,19)	9.53691	-1	24.2034	2.30543e-06
chr8	60020400	60020600	17	5.89742	-1	(3,17)	11.0411	-1	24.1626	2.30543e-06
chr1	27324200	27324400	4	4.99041	-1	(14,22)	4.27041	1	24.1477	2.43717e-06
chr21	32529800	32530000	20	6.86751	-1	(15,20)	12.5503	-1	24.0864	2.50304e-06
