chr4	184448846	184449046	9	7.56927	-1	16.6154	1.2764e-06
chr9	33819402	33819602	4	8.61492	1	16.5977	1.34731e-06
chr8	70400965	70401165	4	8.61492	1	16.5977	1.34731e-06
chr15	93063571	93063771	9	5.42793	-1	16.5059	1.48914e-06
chr3	129611957	129612157	13	9.00603	1	16.2442	2.5528e-06
chr7	83648884	83649084	1	8.37352	1	16.0111	3.04918e-06
chr16	30183879	30184079	22	6.98193	-1	15.6922	4.04194e-06
chr5	74852175	74852375	10	7.00847	-1	15.6917	4.04194e-06
chr12	14707266	14707466	22	8.30738	-1	15.6769	4.18376e-06
chr12	131895655	131895855	9	8.93663	-1	15.5083	5.38925e-06
chr9	129026921	129027121	9	7.56927	-1	15.4414	5.81472e-06
chr17	19317887	19318087	15	7.76089	1	15.4278	6.16928e-06
chr12	6946237	6946437	13	7.18966	-1	15.4151	6.24019e-06
chr22	23244013	23244213	10	7.89698	1	15.305	6.52383e-06
chr2	148674431	148674631	10	7.89698	1	15.305	6.52383e-06
chr14	68969483	68969683	10	7.89698	1	15.305	6.52383e-06
chr1	234372454	234372654	2	5.87002	1	15.2731	6.87839e-06
chr5	175131397	175131597	2	7.04296	1	15.1851	7.51659e-06
chr19	18154590	18154790	4	7.36949	1	15.1693	7.80023e-06
chrX	50114344	50114544	14	4.45309	-1	15.1587	7.87114e-06
chr2	189210074	189210274	14	4.45309	-1	15.1587	7.87114e-06
chr18	55510569	55510769	14	4.45309	-1	15.1587	7.87114e-06
chr10	29141671	29141871	14	4.45309	-1	15.1587	7.87114e-06
chr10	124651231	124651431	15	6.62222	1	15.115	8.08388e-06
chr8	133569557	133569757	4	6.14991	1	15.0947	8.08388e-06
chr6	139292263	139292463	16	8.04848	1	15.0803	8.08388e-06
chr3	61141927	61142127	14	4.45309	-1	15.0486	8.43843e-06
chr9	107472719	107472919	15	5.50939	1	15.0361	8.43843e-06
chr4	124873445	124873645	15	5.50939	1	15.0361	8.43843e-06
chr8	38431482	38431682	10	7.89698	1	15.0329	8.43843e-06
chr10	79221043	79221243	9	5.42793	-1	15.0121	8.93481e-06
chr6	125985654	125985854	2	4.54666	-1	14.9693	9.64393e-06
chr1	26998109	26998309	9	6.72239	-1	14.9281	9.78575e-06
chr10	41884608	41884808	22	5.16101	1	14.9063	1.00694e-05
chr8	1755434	1755634	14	8.15878	-1	14.863	1.08494e-05
chr10	4662808	4663008	18	9.6272	-1	14.8613	1.08494e-05
chr19	18433990	18434190	2	5.87002	1	14.8571	1.09203e-05
chr8	81280565	81280765	1	7.76631	-1	14.809	1.20549e-05
chr11	61500128	61500328	13	5.14322	-1	14.8085	1.20549e-05
chr20	51794261	51794461	12	7.70916	-1	14.8036	1.20549e-05
chr17	45127833	45128033	14	6.12523	1	14.7555	1.33313e-05
chr7	93641288	93641488	22	8.30738	-1	14.7243	1.43241e-05
chr3	32839308	32839508	4	6.14991	1	14.7201	1.43241e-05
chr1	88682717	88682917	22	4.98742	-1	14.6533	1.53877e-05
chr16	400800	401000	3	7.04266	1	14.6158	1.60968e-05
chr17	411009	411209	3	7.57151	-1	14.6145	1.62387e-05
chr5	83718181	83718381	22	7.65016	1	14.5919	1.66641e-05
chr16	12679943	12680143	18	4.53976	1	14.5888	1.66641e-05
chr19	17576791	17576991	22	8.30738	-1	14.5727	1.68769e-05
chr17	41864347	41864547	3	7.04266	1	14.5613	1.70896e-05
chr22	29766211	29766411	4	8.03033	-1	14.5553	1.72314e-05
chr19	47730343	47730543	22	6.23997	-1	14.5133	1.78696e-05
chr4	188106846	188107046	18	8.74226	-1	14.5114	1.78696e-05
chr11	131640506	131640706	14	6.12523	1	14.5071	1.80114e-05
chr6	121442254	121442454	4	7.36949	1	14.5054	1.80114e-05
chr20	540356	540556	4	7.36949	1	14.5054	1.80114e-05
chr12	49056017	49056217	4	7.36949	1	14.5054	1.80114e-05
chr15	93063771	93063971	11	5.75068	1	14.4951	1.82951e-05
chr3	112563953	112564153	13	6.44324	1	14.4764	1.8366e-05
chr3	159853611	159853811	14	4.45309	-1	14.4744	1.85078e-05
chr16	19316678	19316878	14	6.12523	1	14.4613	1.87206e-05
chr2	36737257	36737457	15	6.62222	1	14.4258	1.93588e-05
chr20	51794061	51794261	6	7.0944	1	14.382	2.02806e-05
chr17	59753839	59754039	14	4.45309	-1	14.3818	2.02806e-05
chr11	123206892	123207092	15	7.76089	1	14.3805	2.02806e-05
chr11	3380970	3381170	1	7.76631	-1	14.378	2.03515e-05
chr9	69187684	69187884	12	7.59839	1	14.3767	2.03515e-05
chr7	148709108	148709308	12	7.59839	1	14.3767	2.03515e-05
chr6	156849266	156849466	12	7.59839	1	14.3767	2.03515e-05
chr4	26371978	26372178	12	7.59839	1	14.3767	2.03515e-05
chr14	30569994	30570194	12	7.59839	1	14.3767	2.03515e-05
chr13	27160263	27160463	12	7.59839	1	14.3767	2.03515e-05
chr10	74012042	74012242	12	7.59839	1	14.3767	2.03515e-05
chr6	15374169	15374369	6	7.0944	1	14.3563	2.05643e-05
chr7	122437346	122437546	15	5.50939	1	14.3518	2.06352e-05
chr1	247105498	247105698	16	8.04848	1	14.3477	2.07061e-05
