chr7	5568600	5568800	3	12.4859	1	12.482	AC006483.1	-784	ACTB	0
chr17	39846400	39846600	3	12.4524	1	12.4664	EIF1	1256	EIF1	0
chr17	7478000	7478200	3	12.4357	1	12.4475	SNORA48	0	SENP3-EIF4A1;EIF4A1;RP11-186B7.4;SNORA48	0
chr11	65272600	65272800	3	12.4524	1	12.4404	MALAT1;MALAT1	0	MALAT1	0
chr14	35871600	35871800	3	12.4357	1	12.437	NFKBIA	1546	NFKBIA	0
chr17	79478000	79478200	3	12.4357	1	12.4336	AC139149.1	0	ACTG1;AC139149.1	0
chr3	186503400	186503600	3	12.3352	1	12.3465	SNORA63	-512	EIF4A2	0
chr12	54677000	54677200	3	12.3185	1	12.3226	HNRNPA1	2437	RP11-968A15.8;HNRNPA1	0
chr3	52028800	52029000	3	12.285	1	12.3173	RPL29	831	RPL29	0
chr5	172196000	172196200	3	12.3017	1	12.3002	DUSP1	1998	RP11-779O18.3;DUSP1	0
chr14	70235400	70235600	3	12.285	1	12.2995	SRSF5	744	SRSF5	0
chrX	48434200	48434400	3	12.285	1	12.2906	RBM3	0	RBM3	0
chr6	32942600	32942800	3	12.2683	1	12.2764	BRD2	1740	BRD2	0
chr14	69256200	69256400	3	12.2515	1	12.2676	ZFP36L1	1560	ZFP36L1	0
chr6	36566600	36566800	3	12.2181	1	12.2319	SRSF3	4232	SRSF3	0
chr5	179047800	179048000	3	12.2014	1	12.2265	HNRNPH1	2134	HNRNPH1	0
chr19	3983600	3983800	3	12.1846	1	12.2186	SNORD37	-1031	EEF2	0
chr12	56554000	56554200	3	12.1345	1	12.2043	MYL6	1821	MYL6	0
chr16	89628600	89628800	3	12.2014	1	12.2021	SNORD68	759	RPL13	0
chr19	50001000	50001200	3	12.0343	1	12.1748	SNORD35B	24	RPS11;SNORD35B	0
chr11	62650400	62650600	3	12.1178	1	12.169	SLC3A2	1204	SLC3A2	0
chr13	45913200	45913400	3	12.1178	1	12.1475	RP11-290D2.6	-774	TPT1	0
chr1	145440600	145440800	3	12.1512	1	12.1136	TXNIP	1295	TXNIP	0
chr11	122930000	122930200	3	12.0677	1	12.1067	SNORD14C	0	HSPA8;SNORD14C	0
chr5	180669000	180669200	3	11.9842	1	12.1053	SNORD96A	-109	RACK1	0
chr22	39713200	39713400	3	12.0343	1	12.1046	RPL3	1219	RPL3	0
chr14	103802200	103802400	3	12.0176	1	12.0963	EIF5	915	EIF5	0
chr20	47896600	47896800	3	11.9508	1	12.0923	SNORD12B	-56	ZFAS1	0
chr17	62500200	62500400	3	12.051	1	12.0881	DDX5	1674	DDX5	0
chr19	13051000	13051200	3	11.884	1	12.078	CALR	1580	CALR	0
