chr17	47143800	47144000	14	5.88037	1	(7,14)	5.68798	1	16.3508
chr17	47172000	47172200	14	6.13098	1	(12,14)	4.38848	1	15.6697
chr7	158595200	158595400	14	5.55379	1	(12,14)	3.82904	1	15.4041
chr12	10000	10200	14	9.14723	1	(14,14)	4.59219	1	15.3942
chr12	132767200	132767400	14	5.41053	1	(12,14)	2.21461	1	15.3838
chr9	76175000	76175200	14	5.72516	1	(12,14)	4.64109	1	15.334
chr2	144515000	144515200	8	4.15619	1	(8,16)	2.16739	1	15.2983
chr19	34961600	34961800	8	5.6464	1	(8,12)	4.71139	1	15.2447
chr8	55842400	55842600	12	4.71734	1	(12,14)	3.42932	1	15.2323
chr4	40295000	40295200	12	5.74043	1	(8,12)	2.67243	1	15.1278
chr8	125941200	125941400	8	6.68934	1	(8,12)	4.40463	1	15.1034
chr8	55842600	55842800	14	5.41376	1	(12,14)	4.04349	1	15.0701
chr17	47138600	47138800	14	5.47451	1	(5,14)	4.00093	1	15.0275
chr5	141320000	141320200	4	4.3565	1	(4,12)	2.44853	1	15.0262
chr19	56477400	56477600	13	3.347	1	(3,13)	1.87349	1	15.0191
chr2	144511200	144511400	8	3.22361	1	(8,17)	1.38772	1	14.9887
chr12	131627000	131627200	10	6.40982	1	(10,12)	4.14552	1	14.9834
chr19	56477200	56477400	1	5.35941	1	(1,13)	3.33637	1	14.973
chr2	144515400	144515600	1	4.35464	1	(1,16)	1.79005	1	14.9469
chr3	196898400	196898600	14	10.248	1	(14,14)	6.47234	1	14.8941
chr1	236097000	236097200	14	3.3157	1	(9,14)	1.76981	1	14.8693
chr19	12194800	12195000	12	6.84118	1	(12,14)	3.61159	1	14.8588
chr5	141319800	141320000	12	5.86084	1	(4,12)	5.68124	1	14.8448
chr1	236097200	236097400	9	3.72166	1	(9,14)	2.20685	1	14.8093
chrX	4240600	4240800	12	5.96864	1	(1,12)	3.62967	1	14.7821
chr19	56478200	56478400	14	3.73295	1	(13,14)	1.69655	1	14.7563
chr17	47141800	47142000	12	4.82731	1	(7,12)	2.1031	1	14.7525
chr7	150520600	150520800	2	4.03292	1	(2,7)	2.77797	1	14.7492
chrX	115888200	115888400	14	3.80964	1	(13,14)	1.67794	1	14.7309
chr9	64997600	64997800	14	7.09059	1	(12,14)	3.3363	1	14.7304
chr19	57935200	57935400	12	7.50359	1	(1,12)	8.18078	1	14.7253
chr8	125941400	125941600	12	5.1022	1	(8,12)	4.39415	1	14.7165
chr17	78357800	78358000	8	8.85684	1	(8,8)	4.71677	1	14.7165
chr14	75280600	75280800	8	3.01274	1	(2,8)	0.88325	1	14.7013
chr3	196898800	196899000	2	7.17206	1	(2,2)	2.94627	1	14.6992
chr19	53132400	53132600	12	3.75795	1	(12,14)	2.01078	1	14.6779
chr2	144519400	144519600	1	4.40472	1	(1,15)	2.46612	1	14.6773
chr4	75885800	75886000	12	4.85883	1	(12,14)	3.53451	1	14.6672
chr19	58059400	58059600	1	3.66753	1	(1,12)	2.20967	1	14.66
chr12	133081800	133082000	12	6.50644	1	(4,12)	5.52981	1	14.6477
chr9	76175200	76175400	12	6.14696	1	(12,14)	5.06313	1	14.6423
