chr1	210042200	210042400	18	0.114519	1	(9,18)	1	0.207743	512847	DIEXF	40849	DIEXF	11291
chr2	28919000	28919200	18	0.138186	1	(10,18)	1	0.222462	512750	RNA5SP89	12159	RNA5SP89	12052
chr10	89475600	89475800	18	0.127225	1	(11,18)	1	0.233121	512614	RP11-57C13.3	-55841	PAPSS2	0
chr20	31086000	31086200	18	0.139623	1	(11,18)	1	0.212071	512825	RP5-1184F4.7	-11562	NOL4L	0
chr13	46783400	46783600	18	0.154115	1	(2,18)	1	0.238164	512520	LCP1	1883	LCP1	0
chr12	26138000	26138200	18	0.143142	1	(18,18)	1	0.20186	512886	RASSF8	-9737	RASSF8	0
chr2	106044400	106044600	18	0.113087	1	(17,18)	1	0.251044	512137	FHL2	10360	FHL2	0
chr2	8358200	8358400	18	0.137854	1	(10,18)	1	0.20105	512890	U91324.1	78669	LINC00298;LINC00299	0
chr11	124993400	124993600	18	0.191343	1	(18,18)	1	0.300725	506498	KRT18P59	9936	KRT18P59	0
chr5	17343400	17343600	18	0.150577	1	(18,18)	1	0.213852	512811	RN7SKP133	-2125	RN7SKP133	-2125
chr15	70100600	70100800	18	0.125766	1	(11,18)	1	0.199956	512894	RP11-19J5.1	-4216	RP11-19J5.1	-4216
chr1	183814600	183814800	18	0.126013	1	(6,18)	1	0.227521	512708	RGL1	40347	RGL1	0
chr12	117526400	117526600	18	0.121819	1	(10,18)	1	0.253769	512026	TESC	10651	TESC	0
chr8	52762600	52762800	18	0.146909	1	(11,18)	1	0.212818	512820	AC090186.1	32458	PCMTD1	0
chr17	61372400	61372600	18	0.130649	1	(13,18)	1	0.230249	512670	RP11-269G24.2	18282	TANC2;AC037445.1	0
chr5	171411200	171411400	18	0.139508	1	(6,18)	1	0.206874	512855	FBXW11	22244	FBXW11	0
chr1	43823400	43823600	18	0.138965	1	(10,18)	1	0.207342	512851	RP1-92O14.3	729	RP1-92O14.3	0
chr14	90030800	90031000	18	0.170867	1	(11,18)	1	0.360446	494552	FOXN3-AS2	-11560	FOXN3;RP11-33N16.3	0
chr12	49972400	49972600	18	0.151178	1	(18,18)	1	0.208557	512840	RP11-133N21.10	-1113	PRPF40B	0
chr3	42625000	42625200	18	0.171526	1	(4,18)	1	0.267929	511103	SEC22C	-1481	SEC22C;SS18L2	0
chr4	39716400	39716600	18	0.155709	1	(6,18)	1	0.227433	512709	RP11-539G18.1	-330	UBE2K	0
chr8	130080200	130080400	18	0.147203	1	(10,18)	1	0.207252	512852	LINC00976	-101954	LINC00976	-101954
chr8	102771200	102771400	18	0.127833	1	(11,18)	1	0.20938	512836	NCALD	31789	NCALD	0
chr1	179016200	179016400	18	0.141997	1	(11,18)	1	0.226263	512711	RP11-177A2.5	-11414	FAM20B	0
chr19	8807200	8807400	18	0.146445	1	(18,18)	1	0.200393	512891	AC093230.2	-530	ACTL9	347
chr20	50332400	50332600	18	0.158895	1	(18,18)	1	0.220893	512768	RP5-827A12.2	-18472	ATP9A	0
chr2	121613800	121614000	18	0.172207	1	(18,18)	1	0.248569	512233	RP11-297J22.1	10978	GLI2	0
chr2	64420000	64420200	18	0.182207	1	(11,18)	1	0.302411	506154	LINC00309	12419	AC074289.1;LINC00309	0
chr5	139743400	139743600	18	0.178506	1	(10,18)	1	0.344639	497869	SLC4A9	3601	SLC4A9	0
chr3	99538200	99538400	18	0.15775	1	(11,18)	1	0.235631	512569	CMSS1	1523	CMSS1	0
chr12	32550800	32551000	18	0.185524	1	(11,18)	1	0.293767	507671	FGD4	-1463	FGD4	-1463
chr22	47499400	47499600	18	0.135235	1	(9,18)	1	0.218262	512787	RP3-477J10.1	13513	TBC1D22A	0
chr2	232274000	232274200	18	0.136287	1	(18,18)	1	0.174388	512937	B3GNT7	13747	B3GNT7	8126
chr6	148734400	148734600	18	0.148682	1	(18,18)	1	0.195394	512911	CYP51A1P3	-65229	SASH1	0
chr1	232084800	232085000	18	0.149262	1	(10,18)	1	0.236338	512556	DISC1-IT1	23221	DISC1	0
chr15	93177400	93177600	18	0.122806	1	(6,18)	1	0.205118	512866	RP11-386M24.10	0	FAM174B;RP11-386M24.10	0
chr4	942400	942600	18	0.138831	1	(10,18)	1	0.206506	512857	TMEM175	16096	TMEM175	0
chr14	23490200	23490400	18	0.165311	1	(9,18)	1	0.247403	512265	RP11-298I3.6	3026	PSMB5	0
chr3	195316000	195316200	18	0.174095	1	(12,18)	1	0.349945	496721	APOD	-4925	APOD	-4925
chr3	176844600	176844800	18	0.122497	1	(11,18)	1	0.256342	511884	RNU6-681P	-693	TBL1XR1	0
chr9	93934200	93934400	18	0.164411	1	(13,18)	1	0.246009	512318	LINC00484	1246	LINC00484	0
chr2	149874000	149874200	18	0.135969	1	(11,18)	1	0.263949	511393	LYPD6B	-20781	KIF5C	0
chr20	42710000	42710200	18	0.142263	1	(6,18)	1	0.219737	512773	RN7SL443P	74113	TOX2	11745
chr9	112022200	112022400	18	0.144769	1	(6,18)	1	0.227895	512698	AL358815.1	-6157	EPB41L4B	0
chr16	89308600	89308800	18	0.128549	1	(6,18)	1	0.255144	511939	RP11-46C24.6	-13501	ZNF778	5122
chr18	34210000	34210200	18	0.13053	1	(6,18)	1	0.250394	512162	SNORD112	12447	FHOD3	0
chr10	60593200	60593400	18	0.156529	1	(18,18)	1	0.209238	512839	RN7SKP196	-35544	BICC1	2004
chr19	2517800	2518000	18	0.162087	1	(18,18)	1	0.221062	512767	RNU6-993P	-14662	GNG7	0
chr4	140864400	140864600	18	0.202945	1	(18,18)	1	0.305426	505563	MAML3	-53195	MAML3	0
chr6	34456000	34456200	18	0.156765	1	(18,18)	1	0.209748	512834	BX255972.1	-17295	PACSIN1	0
chr9	92770800	92771000	18	0.139051	1	(18,18)	1	0.172904	512938	MIR4290	14817	MIR4290HG	11936
chr2	169371200	169371400	18	0.130091	1	(11,18)	1	0.234437	512596	CERS6	58442	CERS6	0
chr5	158889400	158889600	18	0.122487	1	(11,18)	1	0.207604	512848	LINC01845	3684	AC008697.1;LINC01845	0
chr14	67890400	67890600	18	0.165645	1	(17,18)	1	0.291003	508078	PLEK2	-11484	PLEK2	-11484
chr20	48971200	48971400	18	0.132446	1	(11,18)	1	0.22236	512752	LINC01271	-33322	LINC01271	-33322
chr14	94582200	94582400	18	0.114012	1	(10,18)	1	0.217697	512789	IFI27	5040	IFI27	0
chr1	94480200	94480400	18	0.136858	1	(6,18)	1	0.181731	512933	ABCA4	48405	ABCA4	0
chr4	24772600	24772800	18	0.117433	1	(6,18)	1	0.260164	511663	HNRNPA1P65	-289	HNRNPA1P65	-289
chr4	139941800	139942000	18	0.114903	1	(6,18)	1	0.245906	512322	AC093602.1	-3068	NOCT	0
chr10	50210200	50210400	18	0.134982	1	(10,18)	1	0.238828	512506	RP11-523O18.5	-9110	RP11-523O18.1	0
chr11	70343800	70344000	18	0.177845	1	(11,18)	1	0.284788	508969	AP001271.3	-20104	SHANK2	0
chr16	16250600	16250800	18	0.164805	1	(18,18)	1	0.225049	512730	ABCC6	9000	ABCC6	0
chr6	2992600	2992800	18	0.174783	1	(18,18)	1	0.243362	512397	LINC01011	3719	NQO2;RP1-90J20.8	0
chr8	66721200	66721400	18	0.166163	1	(18,18)	1	0.2258	512720	PDE7A	-19882	PDE7A	0
chr8	22132600	22132800	18	0.168524	1	(17,18)	1	0.255082	511943	CTD-2530N21.4	0	CTD-2530N21.4	0
chrX	7062400	7062600	18	0.155331	1	(9,18)	1	0.270539	510630	MIR4767	-3301	PUDP	0
chr12	121410000	121410200	18	0.120012	1	(6,18)	1	0.244656	512365	HNF1A	-6146	HNF1A-AS1	0
chr1	168091600	168091800	18	0.142262	1	(6,18)	1	0.229901	512672	GPR161	13821	GPR161	0
chr12	114312400	114312600	18	0.166625	1	(10,18)	1	0.276062	510070	RP11-780K2.1	-57774	RBM19	0
chr11	5303000	5303200	18	0.114969	1	(17,18)	1	0.256272	511889	OR51AB1P	10410	HBG2;HBE1	0
chr1	83445400	83445600	18	0.254708	1	(3,18)	1	0.441931	475761	LINC01361	5005	LINC01362;LINC01361	0
chr3	78936200	78936400	18	0.154829	1	(11,18)	1	0.205948	512860	RN7SL751P	51042	ROBO1	0
chr4	58048600	58048800	18	0.217529	1	(11,18)	1	0.335579	499633	RP11-300M6.1	27858	IGFBP7-AS1	0
chr16	21115000	21115200	18	0.156077	1	(6,18)	1	0.248659	512228	CTC-508F8.1	-16879	DNAH3	0
chr6	150738600	150738800	18	0.140231	1	(10,18)	1	0.21243	512822	SSR1P1	-32345	IYD	11496
chr20	52499200	52499400	18	0.14115	1	(6,18)	1	0.206768	512856	SUMO1P1	-7105	SUMO1P1	-7105
chr2	106225600	106225800	18	0.15324	1	(6,18)	1	0.232192	512636	NCK2	-135554	NCK2	-135554
chrX	53018400	53018600	18	0.113926	1	(9,18)	1	0.287262	508656	FAM156A	6043	FAM156A	0
chr7	42985600	42985800	18	0.240544	1	(4,18)	1	0.438365	476600	PSMA2	-13779	MRPL32	0
chr15	33400400	33400600	18	0.124544	1	(11,18)	1	0.276371	510037	RP11-12O16.1	-1964	FMN1	0
chrX	96872000	96872200	18	0.252608	1	(3,18)	1	0.408667	483618	DIAPH2-AS1	58	DIAPH2-AS1	0
chr4	72205000	72205200	18	0.247882	1	(3,18)	1	0.392889	487309	SLC4A4	231	SLC4A4	0
chr6	167025800	167026000	18	0.0984386	1	(6,18)	1	0.227572	512707	RPS6KA2	14731	RPS6KA2	0
chr8	81732000	81732200	18	0.152726	1	(10,18)	1	0.212185	512824	HMGB1P41	-7185	ZNF704	0
chr20	40204600	40204800	18	0.147237	1	(6,18)	1	0.211561	512826	RPL12P11	28540	CHD6	0
chr11	35503000	35503200	18	0.150142	1	(18,18)	1	0.189318	512930	PAMR1	12622	PAMR1	0
chr17	4222200	4222400	18	0.162571	1	(18,18)	1	0.214449	512808	MFSD1P1	17534	UBE2G1	0
chr18	33186200	33186400	18	0.157937	1	(18,18)	1	0.205743	512863	RP11-712P20.2	10336	GALNT1	0
chr5	54170000	54170200	18	0.192819	1	(18,18)	1	0.278101	509846	AC112198.1	-1622	AC112198.1	-1622
chr8	96123000	96123200	18	0.206646	1	(18,18)	1	0.305408	505566	PLEKHF2	-22832	NDUFAF6	0
chr9	109461000	109461200	18	0.179137	1	(18,18)	1	0.250268	512168	LINC01505	699	LINC01505;LINC01505	0
chr9	38309000	38309200	18	0.191163	1	(18,18)	1	0.275881	510087	RP11-113O24.3	-51224	RP11-113O24.3	-51224
chr6	42716800	42717000	18	0.163686	1	(10,18)	1	0.352095	496308	GLTSCR1L	2105	GLTSCR1L	0
chr9	14263800	14264000	18	0.151343	1	(6,18)	1	0.277025	509971	NFIB	36230	NFIB	0
chr1	172209600	172209800	18	0.217111	1	(10,18)	1	0.334966	499759	DNM3OS	-95667	DNM3	0
chr2	128214000	128214200	18	0.174206	1	(4,18)	1	0.273913	510310	AC010976.2	1031	IWS1;AC010976.2	0
chr6	131485400	131485600	18	0.204445	1	(9,18)	1	0.307752	505186	RP1-209B5.2	21026	AKAP7	0
chr1	94152200	94152400	18	0.120772	1	(9,18)	1	0.276075	510066	BCAR3	-4816	BCAR3	0
chr7	101249200	101249400	18	0.0976615	1	(6,18)	1	0.263034	511463	MYL10	23176	MYL10	7205
chr5	141880000	141880200	18	0.137112	1	(9,18)	1	0.299788	506630	AC005215.1	33710	AC005592.2	0
