chr13	100618000	100618200	4	4.95976	-1	(3,4)	5.08868	-1	24.7624	0
chr11	62559800	62560000	3	6.54865	1	(2,4)	6.7116	-1	23.7153	1.31739e-07
chr3	134090800	134091000	11	7.95986	-1	(6,11)	10.0526	-1	23.634	1.31739e-07
chr16	3146400	3146600	3	10.6406	-1	(3,3)	7.34443	-1	23.6201	1.31739e-07
chr5	137803400	137803600	3	3.68527	-1	(3,8)	4.81972	-1	23.5106	2.63478e-07
chr1	121484200	121484400	11	9.38761	1	(8,11)	6.74977	1	23.4804	2.63478e-07
chr1	156047800	156048000	3	5.08073	-1	(3,7)	5.06362	-1	23.4071	3.95218e-07
chr1	156047600	156047800	6	6.11876	1	(2,6)	6.19307	1	23.3494	3.95218e-07
chr20	38903600	38903800	2	8.30649	-1	(3,3)	6.35611	1	22.9104	8.56305e-07
chr1	113241200	113241400	12	6.59386	1	(6,12)	7.19752	1	22.4714	1.31739e-06
chr14	57268800	57269000	12	4.2679	-1	(8,12)	4.72628	-1	22.3983	1.38326e-06
chr20	39659400	39659600	3	4.53167	1	(11,14)	7.70201	-1	22.2963	1.515e-06
chr22	48887200	48887400	11	6.25096	1	(11,11)	6.01273	1	22.168	1.71261e-06
chr19	23654000	23654200	10	5.71593	1	(8,10)	6.39752	1	22.1216	1.71261e-06
chr8	8748000	8748200	2	4.39315	-1	(2,3)	4.8742	-1	22.0656	1.77848e-06
chr4	3239400	3239600	6	5.4214	-1	(6,11)	4.72628	-1	22.0529	1.84435e-06
chr8	8748200	8748400	6	4.77951	-1	(3,6)	5.10668	-1	22.0515	1.84435e-06
chr13	100635600	100635800	10	6.54942	1	(3,10)	9.98839	1	22.0046	2.04196e-06
chr2	91933400	91933600	8	4.95016	-1	(8,10)	5.9084	-1	21.9883	2.04196e-06
chr19	20347600	20347800	3	8.90802	1	(3,3)	6.35611	1	21.9613	2.10783e-06
chr22	45401400	45401600	6	7.8977	1	(3,7)	7.94641	-1	21.9455	2.23957e-06
chrX	136520200	136520400	11	6.70982	-1	(11,11)	10.5618	-1	21.9322	2.23957e-06
