chr9	4251600	4261600	14
chr12	20226200	20236200	14
chr17	3075400	3085400	6
chr14	19410400	19420400	6
chr11	3152400	3162400	6
chr18	3001200	3011200	6
chr11	34676800	34686800	14
chr1	85585400	85595400	14
chr18	37761400	37771400	12
chr11	3162400	3172400	14
chr18	37747000	37757000	14
chr11	3128000	3138000	6
chr7	12008600	12018600	14
chr17	39841600	39851600	6
chr1	134231000	134241000	3
chr11	3189600	3199600	6
chr9	3028400	3038400	6
chr1	85280400	85290400	14
chr5	137147400	137157400	14
chr3	30504000	30514000	6
chr11	3179000	3189000	14
chr9	3018000	3028000	6
chr11	3141400	3151400	6
chr7	16885000	16895000	6
chr10	11488800	11498800	14
chr9	107734200	107744200	12
chr9	2999800	3009800	6
chr17	13305200	13315200	14
chr18	37736000	37746000	14
chr2	181914800	181924800	6
chr5	32726200	32736200	14
chr12	74801800	74811800	6
chr18	37668800	37678800	14
chr1	85081000	85091000	14
chr10	58220200	58230200	14
chr5	15506800	15516800	14
chr13	65258200	65268200	14
chr8	15514600	15524600	14
chr19	61259400	61269400	6
chr12	57534200	57544200	1
chr2	98659000	98669000	6
chr9	124255800	124265800	14
chr1	85269200	85279200	6
chr11	3118000	3128000	6
chr13	119608200	119618200	14
chr13	97190200	97200200	12
chr11	69407800	69417800	12
chr7	45120200	45130200	12
chr11	96821200	96831200	12
chr6	124737800	124747800	12
chr6	124912200	124922200	12
chr7	27157800	27167800	12
chr17	29031200	29041200	12
chr5	140640200	140650200	12
chr3	122273600	122283600	12
chr3	37639200	37649200	12
chr8	124895200	124905200	12
chr11	101441800	101451800	12
chr12	111704400	111714400	12
chr11	75163200	75173200	3
chr10	128581000	128591000	6
chr18	37685200	37695200	14
chr8	14299800	14309800	14
chr4	34935400	34945400	12
chr1	88211400	88221400	14
chr4	147397800	147407800	14
chr8	94178000	94188000	6
chr1	119045600	119055600	6
chr12	57544200	57554200	3
chr3	56574800	56584800	6
chr8	84699200	84709200	3
chr12	111269600	111279600	3
chr11	97491600	97501600	3
chr18	37655400	37665400	14
chr8	84770800	84780800	6
chr10	81356600	81366600	2
chrX	87233400	87243400	13
chr4	152115600	152125600	3
chr17	13581800	13591800	7
chr10	3101000	3111000	14
chr13	119485800	119495800	6
chr11	116530000	116540000	6
chr9	107581600	107591600	6
chr2	181924800	181934800	6
chr5	123141800	123151800	4
chr10	13007800	13017800	12
chr11	116101000	116111000	5
chr2	3049600	3059600	6
chr7	27325600	27335600	1
chr14	118467400	118477400	3
chr18	37714800	37724800	14
chr5	146251400	146261400	6
chr5	30886400	30896400	1
chr8	95136200	95146200	6
chr11	96338800	96348800	6
chr15	103056400	103066400	6
chr15	78428200	78438200	6
chr7	100284000	100294000	6
chr11	109007600	109017600	6
chr1	195241400	195251400	6
