chr7	5507600	5549600	3
chr17	41669400	41710400	3
chr6	32954200	32995200	3
chr17	81488800	81532000	3
chr22	39501000	39543400	3
chr1	234586600	234628000	3
chr19	3963600	4004400	3
chr11	65480400	65526000	3
chr12	56139600	56181200	3
chr1	145973400	146015000	3
chr20	43439000	43479200	3
chr16	89541200	89582200	3
chr14	35382000	35423600	3
chr1	35169800	35211400	3
chr3	186764400	186806200	3
chr5	179600200	179642000	3
chr6	36576800	36619200	3
chr17	75758000	75799000	3
chr11	123038800	123081200	3
chr17	7554000	7595000	3
chr14	102065200	102105800	3
chr19	12919800	12960400	3
chr1	150556800	150597400	3
chr14	69748000	69789000	3
chr20	49259800	49301200	3
chr8	144771000	144811600	3
chr10	72254800	72295800	3
chr10	3760200	3802200	3
chr2	231691600	231732400	3
chr1	121722600	121763600	11
chr12	54262400	54303600	3
chr6	30596000	30637000	3
chr19	48946000	48986600	3
chr9	63796800	63837600	11
chr14	103315400	103356000	3
chr9	137222000	137262600	3
chr19	55367000	55407800	3
chr19	48853400	48894600	3
chr1	150554600	150596000	3
chr6	35449600	35490200	3
chr8	81822200	81862400	11
chr19	18258600	18299200	3
chr19	2251600	2292000	3
chr22	39297000	39338200	3
chr14	68769200	68810800	3
chr19	49469200	49509800	3
chr11	8664000	8704400	3
chr12	124893400	124933800	3
chr16	30046800	30087600	3
chr9	133329000	133369400	3
chr11	61945000	61985800	3
chr19	14496000	14536400	3
chr19	49477400	49518000	3
chr5	172748600	172789800	3
chr6	32952600	32993800	3
chr3	51974400	52014800	3
chr17	57985400	58025800	3
chr5	40813800	40854200	3
chr16	1943600	1983800	3
chr11	62862600	62903200	3
chr6	31520000	31560600	3
chr11	64756800	64797200	3
chr5	181221800	181262400	3
chr6	73499200	73540200	3
chr19	41841000	41881600	3
chr11	66619800	66660200	3
chr1	91367200	91407600	11
chr19	58525600	58566600	3
chr6	30470400	30510600	3
chr2	132248000	132288200	11
chr17	4926200	4966800	3
chr5	55212200	55252800	11
chr9	37016600	37057600	11
chr11	62833600	62874200	3
chr2	216479800	216520000	3
chr17	76715400	76756200	3
chrX	154379200	154419600	3
chr12	20531200	20571600	11
chr12	6516000	6556400	3
chr6	149944000	149984800	11
chr19	54181600	54221800	3
chr4	112495200	112535800	11
chr16	3362400	3405000	8
chr19	51870400	51911600	8
chr19	58171600	58213000	8
chr7	100050600	100091800	8
chr19	57599000	57642400	8
chr1	148788000	148828800	11
chr12	49109800	49150200	3
chr6	132796000	132836400	3
chr2	43203400	43244400	3
chr3	196878600	196918800	8
chr6	31817200	31857800	3
chr16	3388000	3429200	8
chr12	133031200	133074400	8
chr19	57552400	57593800	8
chrX	137418200	137458400	11
chr19	58240600	58283200	8
